Store,StoreType,Year,PlanSales,ActualSales,TradingDays,VarianceAbs,VariancePct
245,a,2015,1668152.07,1617095,175,-51057.07,-3.06
246,c,2014,2210119.73,2141867,304,-68252.73,-3.09
246,c,2015,1253596.49,1266263,176,12666.51,1.01
247,d,2014,2648464.39,2639983,303,-8481.39,-0.32
247,d,2015,1526541.95,1493566,175,-32975.95,-2.16
248,a,2014,2703788.11,2546851,304,-156937.11,-5.8
248,a,2015,1429247.9,1389518,176,-39729.9,-2.78
249,d,2014,1620430.93,1622464,304,2033.07,0.13
249,d,2015,918050.78,950229,176,32178.22,3.51
250,d,2014,2412159.05,2668211,303,256051.95,10.62
250,d,2015,1582597.22,1609668,175,27070.78,1.71
251,a,2014,5968166.36,5724284,302,-243882.36,-4.09
251,a,2015,3319496.64,3389229,175,69732.36,2.1
252,d,2014,3369705.56,3179613,302,-190092.56,-5.64
252,d,2015,1903546.09,1823540,175,-80006.09,-4.2
253,a,2014,1810535.71,1709804,302,-100731.71,-5.56
253,a,2015,1036289.12,1013063,175,-23226.12,-2.24
254,d,2014,870550.08,937009,302,66458.92,7.63
254,d,2015,547987.49,560916,175,12928.51,2.36
255,c,2014,1900380.74,1909061,302,8680.26,0.46
255,c,2015,1135174.96,1134366,175,-808.96,-0.07
256,a,2014,3215554.92,3005795,301,-209759.92,-6.52
256,a,2015,1771814.7,1506787,174,-265027.7,-14.96
257,a,2014,1777420.01,1560839,304,-216581.01,-12.19
257,a,2015,927510.63,897845,176,-29665.63,-3.2
258,a,2014,800593.19,821972,147,21378.81,2.67
258,a,2015,848132.84,856624,147,8491.16,1.0
259,b,2014,3892826.29,4411784,365,518957.71,13.33
259,b,2015,2602173.46,2757877,212,155703.54,5.98
260,a,2014,2063870.82,2015142,304,-48728.82,-2.36
260,a,2015,1198038.75,1124802,176,-73236.75,-6.11
261,d,2014,3941580.91,3863288,302,-78292.91,-1.99
261,d,2015,2262193.56,2148123,175,-114070.56,-5.04
262,b,2014,7791570.96,7539709,365,-251861.96,-3.23
262,b,2015,4480314.6,4412501,212,-67813.6,-1.51
263,a,2014,472053.77,531458,147,59404.23,12.58
263,a,2015,547360.58,658016,147,110655.42,20.22
264,a,2014,2220017.59,1998034,282,-221983.59,-10.0
264,a,2015,1555772.47,1195156,176,-360616.47,-23.18
265,a,2014,1504579.11,1491681,302,-12898.11,-0.86
265,a,2015,892349.54,910397,175,18047.46,2.02
266,a,2014,1517278.59,1224382,302,-292896.59,-19.3
266,a,2015,699934.54,728624,176,28689.46,4.1
267,c,2014,2953343.18,2813472,304,-139871.18,-4.74
267,c,2015,1593245.82,1607768,176,14522.18,0.91
268,a,2014,1538752.69,1470395,304,-68357.69,-4.44
268,a,2015,861610.47,864291,176,2680.53,0.31
269,a,2014,2944232.38,2854991,302,-89241.38,-3.03
269,a,2015,1678534.56,1573885,175,-104649.56,-6.23
270,a,2014,2830298.25,2804357,304,-25941.25,-0.92
270,a,2015,1655644.0,1734729,176,79085.0,4.78
271,a,2014,2328553.86,2410920,302,82366.14,3.54
271,a,2015,1402164.0,1449432,176,47268.0,3.37
272,a,2014,1933522.19,1913499,303,-20023.19,-1.04
272,a,2015,1122149.59,1084154,175,-37995.59,-3.39
273,a,2014,2050612.43,2162693,302,112080.57,5.47
273,a,2015,1254977.45,1349712,175,94734.55,7.55
274,b,2014,1345253.7,1502874,365,157620.3,11.72
274,b,2015,884418.77,1017792,212,133373.23,15.08
275,d,2014,1158719.54,1089746,147,-68973.54,-5.95
275,d,2015,1122324.44,1021171,147,-101153.44,-9.01
276,a,2014,1271433.28,1285673,302,14239.72,1.12
276,a,2015,764809.46,673087,176,-91722.46,-11.99
277,d,2014,978292.02,923832,147,-54460.02,-5.57
277,d,2015,952164.19,919674,147,-32490.19,-3.41
278,a,2014,2212647.34,2197437,304,-15210.34,-0.69
278,a,2015,1277620.14,1256427,176,-21193.14,-1.66
279,d,2014,1122723.91,1364264,147,241540.09,21.51
279,d,2015,1407399.74,1532373,147,124973.26,8.88
280,d,2014,1957892.4,1869774,301,-88118.4,-4.5
280,d,2015,1091828.21,1097084,174,5255.79,0.48
281,d,2014,1799612.72,1797058,304,-2554.72,-0.14
281,d,2015,1025769.39,1052143,176,26373.61,2.57
282,a,2014,1366094.37,1330686,304,-35408.37,-2.59
282,a,2015,799586.71,800476,176,889.29,0.11
283,a,2014,1018263.87,1032157,147,13893.13,1.36
283,a,2015,1063627.5,1107162,147,43534.5,4.09
284,d,2014,807027.58,773916,147,-33111.58,-4.1
284,d,2015,797486.33,843630,147,46143.67,5.79
285,a,2014,1466426.21,1629346,303,162919.79,11.11
285,a,2015,952075.15,974687,175,22611.85,2.38
286,a,2014,1567190.7,1524215,302,-42975.7,-2.74
286,a,2015,904323.47,796702,175,-107621.47,-11.9
287,c,2014,1206908.32,1186003,147,-20905.32,-1.73
287,c,2015,1221862.52,1239576,147,17713.48,1.45
288,d,2014,795483.91,839258,147,43774.09,5.5
288,d,2015,865304.33,846462,147,-18842.33,-2.18
289,d,2014,1978631.02,1946607,303,-32024.02,-1.62
289,d,2015,1186618.55,1072233,175,-114385.55,-9.64
290,a,2014,2124427.43,2144660,302,20232.57,0.95
290,a,2015,1263576.31,1260639,175,-2937.31,-0.23
291,d,2014,2522663.73,2438323,302,-84340.73,-3.34
291,d,2015,1406593.79,1375316,176,-31277.79,-2.22
292,a,2014,1748092.65,1753154,304,5061.35,0.29
292,a,2015,931537.5,974033,158,42495.5,4.56
293,c,2014,1927139.25,1913817,304,-13322.25,-0.69
293,c,2015,1104787.75,1117860,175,13072.25,1.18
294,a,2014,1670772.55,1817211,303,146438.45,8.76
294,a,2015,1101045.49,1070258,175,-30787.49,-2.8
295,a,2014,1525432.13,1628733,301,103300.87,6.77
295,a,2015,942206.33,994366,174,52159.67,5.54
296,a,2014,2120756.23,2135525,303,14768.77,0.7
296,a,2015,1244318.27,1246690,175,2371.73,0.19
297,a,2014,2131987.7,2114870,301,-17117.7,-0.8
297,a,2015,1245358.36,1245902,174,543.64,0.04
298,d,2014,1215576.19,1209920,147,-5656.19,-0.47
298,d,2015,1247149.05,1253263,147,6113.95,0.49
299,d,2014,2105659.33,2189345,342,83685.67,3.97
299,d,2015,1246833.54,1274023,199,27189.46,2.18
300,a,2014,2016081.69,2252270,304,236188.31,11.72
300,a,2015,1312226.48,1334595,175,22368.52,1.7
301,a,2014,1692594.29,1717938,304,25343.71,1.5
301,a,2015,977670.1,982355,176,4684.9,0.48
302,d,2014,1117431.44,1152516,303,35084.56,3.14
302,d,2015,665149.63,687878,175,22728.37,3.42
303,a,2014,1814147.9,1824567,289,10419.1,0.57
303,a,2015,1163971.72,1077715,175,-86256.72,-7.41
304,a,2014,2193139.68,2189353,304,-3786.68,-0.17
304,a,2015,1300451.61,1224990,176,-75461.61,-5.8
305,c,2014,1358534.1,1740400,303,381865.9,28.11
305,c,2015,988134.53,1119190,175,131055.47,13.26
306,a,2014,647150.9,622408,147,-24742.9,-3.82
306,a,2015,642109.1,652517,147,10407.9,1.62
307,a,2014,850301.26,820923,303,-29378.26,-3.46
307,a,2015,478312.72,469499,176,-8813.72,-1.84
308,a,2014,3180228.5,2700535,302,-479693.5,-15.08
308,a,2015,1605635.8,1521959,175,-83676.8,-5.21
309,d,2014,2164618.17,2118354,302,-46264.17,-2.14
309,d,2015,1254339.36,1215037,175,-39302.36,-3.13
310,a,2014,2812993.31,2854487,344,41493.69,1.48
310,a,2015,1599635.32,1737029,200,137393.68,8.59
311,a,2014,1983901.88,2037272,303,53370.12,2.69
311,a,2015,1202214.84,1223680,175,21465.16,1.79
312,d,2014,1725905.87,1697162,303,-28743.87,-1.67
312,d,2015,991657.28,979433,175,-12224.28,-1.23
313,d,2014,2206675.96,2147013,303,-59662.96,-2.7
313,d,2015,1268718.82,1247315,176,-21403.82,-1.69
314,a,2014,1571024.29,1584214,302,13189.71,0.84
314,a,2015,944276.99,895463,175,-48813.99,-5.17
315,a,2014,1323739.62,1300173,304,-23566.62,-1.78
315,a,2015,744898.5,749670,176,4771.5,0.64
316,d,2014,2992657.1,2983203,302,-9454.1,-0.32
316,d,2015,1777627.0,1792877,175,15250.0,0.86
317,d,2014,811659.09,770824,147,-40835.09,-5.03
317,d,2015,794355.65,814715,147,20359.35,2.56
318,d,2014,2369472.92,2267627,302,-101845.92,-4.3
318,d,2015,1303875.95,1308707,176,4831.05,0.37
319,a,2014,2439225.06,2394085,304,-45140.06,-1.85
319,a,2015,1369897.68,1345261,176,-24636.68,-1.8
320,a,2014,4608146.11,4540956,304,-67190.11,-1.46
320,a,2015,2613344.29,2620621,176,7276.71,0.28
321,c,2014,1840341.14,1785380,302,-54961.14,-2.99
321,c,2015,1019851.54,1078399,176,58547.46,5.74
322,a,2014,1536973.03,1533805,303,-3168.03,-0.21
322,a,2015,891127.41,903265,176,12137.59,1.36
323,d,2014,2187172.31,2270699,302,83526.69,3.82
323,d,2015,1316003.89,1346538,175,30534.11,2.32
324,a,2014,1818241.46,1729132,302,-89109.46,-4.9
324,a,2015,1020244.43,939382,175,-80862.43,-7.93
325,a,2014,2050257.61,1964416,302,-85841.61,-4.19
325,a,2015,1153558.09,1099806,175,-53752.09,-4.66
326,d,2014,1416841.89,1562302,302,145460.11,10.27
326,d,2015,916277.41,966286,175,50008.59,5.46
327,c,2014,2258093.89,2372285,299,114191.11,5.06
327,c,2015,1365149.76,1420373,175,55223.24,4.05
328,a,2014,1338304.48,1372023,302,33718.52,2.52
328,a,2015,807989.74,783001,175,-24988.74,-3.09
329,a,2014,2125442.32,2081570,302,-43872.32,-2.06
329,a,2015,1218121.19,1243748,175,25626.81,2.1
330,a,2014,1277730.44,1277222,302,-508.44,-0.04
330,a,2015,737909.11,730397,175,-7512.11,-1.02
331,a,2014,2050535.93,1828385,302,-222150.93,-10.83
331,a,2015,1156318.63,983382,175,-172936.63,-14.96
332,a,2014,1132083.0,1146967,302,14884.0,1.31
332,a,2015,673514.34,660276,175,-13238.34,-1.97
333,a,2014,3003285.21,2968863,304,-34422.21,-1.15
333,a,2015,1723466.73,1779916,176,56449.27,3.28
334,d,2014,1704684.93,1632550,302,-72134.93,-4.23
334,d,2015,958126.48,944491,175,-13635.48,-1.42
335,b,2014,4828327.91,4911536,365,83208.09,1.72
335,b,2015,2884752.93,2942498,212,57745.07,2.0
336,a,2014,4374216.59,4201442,302,-172774.59,-3.95
336,a,2015,2508013.1,2395663,175,-112350.1,-4.48
337,d,2014,1517933.52,1524543,303,6609.48,0.44
337,d,2015,892445.46,946917,175,54471.54,6.1
338,a,2014,2367990.08,2123255,303,-244735.08,-10.34
338,a,2015,1270026.4,1218631,175,-51395.4,-4.05
339,a,2014,1446853.62,1590318,302,143464.38,9.92
339,a,2015,888347.37,923120,175,34772.63,3.91
340,a,2014,1984196.97,1973711,304,-10485.97,-0.53
340,a,2015,1140208.08,1186793,176,46584.92,4.09
341,a,2014,1650920.64,1684265,302,33344.36,2.02
341,a,2015,988809.92,1009340,175,20530.08,2.08
342,d,2014,1685500.92,1523367,147,-162133.92,-9.62
342,d,2015,1558694.07,1670971,146,112276.93,7.2
343,d,2014,2117914.34,2176152,302,58237.66,2.75
343,d,2015,1252269.03,1380460,175,128190.97,10.24
344,a,2014,2570475.86,2548019,304,-22456.86,-0.87
344,a,2015,1479204.15,1608453,176,129248.85,8.74
345,a,2014,666661.31,680586,147,13924.69,2.09
345,a,2015,701282.62,664112,147,-37170.62,-5.3
346,a,2014,1975950.6,2105332,302,129381.4,6.55
346,a,2015,1221274.15,1300677,175,79402.85,6.5
347,d,2014,1372362.39,1491386,301,119023.61,8.67
347,d,2015,855742.49,907929,174,52186.51,6.1
348,a,2014,1291527.22,1272843,147,-18684.22,-1.45
348,a,2015,1311553.41,1302832,147,-8721.41,-0.66
349,c,2014,1831057.34,1913529,228,82471.66,4.5
349,c,2015,1450930.71,1539489,176,88558.29,6.1
350,d,2014,2202636.6,2109368,303,-93268.6,-4.23
350,d,2015,1247763.57,1234044,175,-13719.57,-1.1
351,a,2014,1789252.42,1873667,302,84414.58,4.72
351,a,2015,1105597.29,1102875,175,-2722.29,-0.25
352,d,2014,2134385.84,2008710,304,-125675.84,-5.89
352,d,2015,1149425.88,1167237,176,17811.12,1.55
353,b,2014,1791422.13,2170749,365,379326.87,21.17
353,b,2015,1270715.12,1401607,212,130891.88,10.3
354,d,2014,2541864.21,2551524,302,9659.79,0.38
354,d,2015,1490409.08,1521587,175,31177.92,2.09
355,a,2014,2864729.24,2782193,304,-82536.24,-2.88
355,a,2015,1575273.67,1612355,176,37081.33,2.35
356,d,2014,1624709.16,1759585,301,134875.84,8.3
356,d,2015,1011942.36,1105002,174,93059.64,9.2
357,a,2014,2240729.75,2319846,289,79116.25,3.53
357,a,2015,1378937.59,1405977,176,27039.41,1.96
358,a,2014,3167038.63,3127950,302,-39088.63,-1.23
358,a,2015,1840191.29,1831039,175,-9152.29,-0.5
359,d,2014,2129804.11,2079546,302,-50258.11,-2.36
359,d,2015,1231405.6,1193347,175,-38058.6,-3.09
360,a,2014,2173648.06,2103219,304,-70429.06,-3.24
360,a,2015,1225446.62,1226689,176,1242.38,0.1
361,c,2014,1912460.74,1917658,302,5197.26,0.27
361,c,2015,1143441.02,1111560,175,-31881.02,-2.79
362,c,2014,2875324.36,2831838,303,-43486.36,-1.51
362,c,2015,1606538.41,1703099,175,96560.59,6.01
363,a,2014,2184909.31,2187099,304,2189.69,0.1
363,a,2015,1290236.06,1286284,176,-3952.06,-0.31
364,a,2014,1307032.03,1437269,302,130236.97,9.96
364,a,2015,823479.95,864793,175,41313.05,5.02
365,c,2014,795582.04,790476,147,-5106.04,-0.64
365,c,2015,814741.03,821167,147,6425.97,0.79
366,d,2014,1896483.42,1906875,302,10391.58,0.55
366,d,2015,1100178.33,1083121,175,-17057.33,-1.55
367,d,2014,1591191.27,1604867,304,13675.73,0.86
367,d,2015,943380.76,971155,176,27774.24,2.94
368,d,2014,2864632.56,2948032,301,83399.44,2.91
368,d,2015,1742107.81,1793307,174,51199.19,2.94
369,d,2014,2234486.94,2052746,303,-181740.94,-8.13
369,d,2015,1226348.75,1136348,175,-90000.75,-7.34
370,d,2014,2345392.81,2317365,302,-28027.81,-1.2
370,d,2015,1374978.54,1368233,175,-6745.54,-0.49
371,d,2014,2172601.05,2070606,303,-101995.05,-4.69
371,d,2015,1204393.14,1203941,175,-452.14,-0.04
372,d,2014,2626913.4,2665909,302,38995.6,1.48
372,d,2015,1548429.25,1632494,175,84064.75,5.43
373,d,2014,1331506.64,1403594,301,72087.36,5.41
373,d,2015,808930.3,823347,174,14416.7,1.78
374,a,2014,2165267.33,2115794,304,-49473.33,-2.28
374,a,2015,1261610.28,1279942,176,18331.72,1.45
375,a,2014,2814869.01,2784685,302,-30184.01,-1.07
375,a,2015,1602720.19,1627839,175,25118.81,1.57
376,a,2014,2525188.34,2514513,294,-10675.34,-0.42
376,a,2015,1589391.15,1491994,176,-97397.15,-6.13
377,a,2014,2291249.06,2450432,304,159182.94,6.95
377,a,2015,1349419.79,1457005,176,107585.21,7.97
378,a,2014,1682818.93,2085263,302,402444.07,23.91
378,a,2015,1196147.53,1212005,175,15857.47,1.33
379,d,2014,1201149.27,1175158,304,-25991.27,-2.16
379,d,2015,696738.64,718965,176,22226.36,3.19
380,a,2014,4552933.91,4348247,302,-204686.91,-4.5
380,a,2015,2606726.77,2501507,175,-105219.77,-4.04
381,a,2014,2717584.33,2760334,302,42749.67,1.57
381,a,2015,1634702.49,1616696,175,-18006.49,-1.1
382,c,2014,2439596.44,2456077,302,16480.56,0.68
382,c,2015,1414432.87,1401294,175,-13138.87,-0.93
383,a,2014,5425449.65,5247444,303,-178005.65,-3.28
383,a,2015,3094238.74,2982682,174,-111556.74,-3.61
384,a,2014,2597416.63,2760704,303,163287.37,6.29
384,a,2015,1560047.15,1660910,176,100862.85,6.47
385,d,2014,1081416.5,1083590,147,2173.5,0.2
385,d,2015,1116923.92,1112683,147,-4240.92,-0.38
386,d,2014,2756233.82,2350133,302,-406100.82,-14.73
386,d,2015,1466566.04,1234554,175,-232012.04,-15.82
387,c,2014,2811321.62,2727413,290,-83908.62,-2.98
387,c,2015,1697746.89,1626379,174,-71367.89,-4.2
388,a,2014,3092258.79,3145837,302,53578.21,1.73
388,a,2015,1846463.02,1847445,175,981.98,0.05
389,a,2014,3058851.77,3180464,304,121612.23,3.98
389,a,2015,1837156.73,1956422,176,119265.27,6.49
390,a,2014,3479520.16,3483895,300,4374.84,0.13
390,a,2015,2123039.41,2121318,176,-1721.41,-0.08
391,a,2014,1742475.23,1797169,302,54693.77,3.14
391,a,2015,1087519.77,982340,175,-105179.77,-9.67
392,a,2014,2177818.61,2244199,302,66380.39,3.05
392,a,2015,1306173.39,1315964,175,9790.61,0.75
393,d,2014,1850142.01,1768483,302,-81659.01,-4.41
393,d,2015,1043845.9,1037065,175,-6780.9,-0.65
394,d,2014,2525043.08,2539381,303,14337.92,0.57
394,d,2015,1479873.82,1537288,175,57414.18,3.88
395,a,2014,1227907.77,1210079,302,-17828.77,-1.45
395,a,2015,702430.24,707590,175,5159.76,0.73
396,a,2014,3124655.07,3114228,302,-10427.07,-0.33
396,a,2015,1801237.94,1821770,175,20532.06,1.14
397,a,2014,1588907.12,1744075,302,155167.88,9.77
397,a,2015,1009731.44,1059117,175,49385.56,4.89
398,c,2014,1655073.72,1713364,304,58290.28,3.52
398,c,2015,979659.06,991396,176,11736.94,1.2
399,a,2014,791126.0,792643,147,1517.0,0.19
399,a,2015,817535.04,885564,147,68028.96,8.32
400,a,2014,2619076.89,2709586,303,90509.11,3.46
400,a,2015,1571577.86,1591378,176,19800.14,1.26
401,a,2014,2046705.26,2182199,302,135493.74,6.62
401,a,2015,1245080.23,1315226,176,70145.77,5.63
402,c,2014,1797974.73,1798933,302,958.27,0.05
402,c,2015,1016078.63,1023710,175,7631.37,0.75
403,a,2014,2322527.19,2236005,302,-86522.19,-3.73
403,a,2015,1317756.18,1330604,175,12847.82,0.97
404,a,2014,1404376.06,1473737,301,69360.94,4.94
404,a,2015,873059.72,895769,174,22709.28,2.6
405,a,2014,1401697.66,1361480,302,-40217.66,-2.87
405,a,2015,801863.09,802050,175,186.91,0.02
406,d,2014,1574478.81,1972261,302,397782.19,25.26
406,d,2015,1123580.09,1262224,175,138643.91,12.34
407,a,2014,557306.67,564540,147,7233.33,1.3
407,a,2015,582242.35,614977,147,32734.65,5.62
408,c,2014,1420571.24,1411289,301,-9282.24,-0.65
408,c,2015,841642.6,880350,174,38707.4,4.6
409,d,2014,1606155.21,1696833,303,90677.79,5.65
409,d,2015,1005047.49,1062694,175,57646.51,5.74
410,c,2014,1950492.83,1951935,302,1442.17,0.07
410,c,2015,1145145.74,1177921,175,32775.26,2.86
411,d,2014,2740736.19,2791110,303,50373.81,1.84
411,d,2015,1633124.16,1685581,175,52456.84,3.21
412,d,2014,1302964.32,1370112,147,67147.68,5.15
412,d,2015,1410956.2,1401804,147,-9152.2,-0.65
413,a,2014,1033421.25,1046575,147,13153.75,1.27
413,a,2015,1078723.72,1064368,147,-14355.72,-1.33
414,d,2014,1922393.51,1956647,303,34253.49,1.78
414,d,2015,1143650.1,1200112,175,56461.9,4.94
415,d,2014,1867541.71,1905450,302,37908.29,2.03
415,d,2015,1113766.57,1147558,176,33791.43,3.03
416,a,2014,3346282.29,3379662,304,33379.71,1.0
416,a,2015,1954110.86,2006764,176,52653.14,2.69
417,a,2014,2489228.17,2282194,302,-207034.17,-8.32
417,a,2015,1379465.33,1250687,175,-128778.33,-9.34
418,a,2014,1595993.99,1604346,301,8352.01,0.52
418,a,2015,946318.38,942271,174,-4047.38,-0.43
419,c,2014,1651805.45,1605072,304,-46733.45,-2.83
419,c,2015,934304.85,957255,176,22950.15,2.46
420,d,2014,611527.0,665519,147,53992.0,8.83
420,d,2015,685845.26,741241,147,55395.74,8.08
421,c,2014,3013646.14,2892050,304,-121596.14,-4.03
421,c,2015,1614001.34,1701885,176,87883.66,5.45
422,a,2014,1404714.34,1416625,304,11910.66,0.85
422,a,2015,810245.41,795161,176,-15084.41,-1.86
423,b,2014,4058462.65,3883853,365,-174609.65,-4.3
423,b,2015,2317953.2,2376248,212,58294.8,2.51
424,d,2014,1966357.56,2153144,302,186786.44,9.5
424,d,2015,1249982.92,1336661,175,86678.08,6.93
425,d,2014,960706.45,990336,301,29629.55,3.08
425,d,2015,580710.98,590417,174,9706.02,1.67
426,a,2014,1560105.52,1533537,302,-26568.52,-1.7
426,a,2015,905625.58,902136,175,-3489.58,-0.39
427,a,2014,1177031.49,1093053,147,-83978.49,-7.13
427,a,2015,1127150.12,1123679,147,-3471.12,-0.31
428,d,2014,901005.62,948128,147,47122.38,5.23
428,d,2015,977427.57,911262,147,-66165.57,-6.77
429,d,2014,775937.47,771101,147,-4836.47,-0.62
429,d,2015,794828.89,779002,147,-15826.89,-1.99
430,d,2014,1227714.77,1248552,147,20837.23,1.7
430,d,2015,1286588.09,1297098,147,10509.91,0.82
431,d,2014,2835463.18,2911744,302,76280.82,2.69
431,d,2015,1720811.55,1759711,175,38899.45,2.26
432,a,2014,3348786.28,3317572,304,-31214.28,-0.93
432,a,2015,1922013.84,2043348,176,121334.16,6.31
433,a,2014,1833849.25,1787184,330,-46665.25,-2.54
433,a,2015,1066219.79,1041000,199,-25219.79,-2.37
434,a,2014,1402714.53,1442263,147,39548.47,2.82
434,a,2015,1486347.3,1555420,147,69072.7,4.65
435,a,2014,1051406.1,974693,302,-76713.1,-7.3
435,a,2015,597451.71,559329,175,-38122.71,-6.38
436,d,2014,1689693.05,1691241,302,1547.95,0.09
436,d,2015,1009794.09,968121,176,-41673.09,-4.13
437,c,2014,2244055.38,2284126,302,40070.62,1.79
437,c,2015,1292582.37,1288344,176,-4238.37,-0.33
438,d,2014,1461833.48,1600965,302,139131.52,9.52
438,d,2015,921257.24,1002346,176,81088.76,8.8
439,a,2014,2289365.62,2205726,304,-83639.62,-3.65
439,a,2015,1285791.15,1294174,176,8382.85,0.65
440,d,2014,1537352.24,1554102,301,16749.76,1.09
440,d,2015,913163.09,956987,174,43823.91,4.8
441,d,2014,1835747.23,1947774,302,112026.77,6.1
441,d,2015,1135020.46,1203050,175,68029.54,5.99
442,c,2014,1289372.13,1333531,301,44158.87,3.42
442,c,2015,774873.39,815556,174,40682.61,5.25
443,d,2014,1612149.2,1592317,302,-19832.2,-1.23
443,d,2015,914994.69,941033,176,26038.31,2.85
444,c,2014,3835803.43,3741244,302,-94559.43,-2.47
444,c,2015,2116925.37,2045216,176,-71709.37,-3.39
445,a,2014,2653571.06,2598029,301,-55542.06,-2.09
445,a,2015,1502626.08,1501610,174,-1016.08,-0.07
446,a,2014,1510103.6,1525186,302,15082.4,1.0
446,a,2015,908254.88,853632,175,-54622.88,-6.01
447,a,2014,1631348.41,1620624,304,-10724.41,-0.66
447,a,2015,951201.27,957465,176,6263.73,0.66
448,a,2014,2584597.24,2577704,302,-6893.24,-0.27
448,a,2015,1506819.95,1526642,175,19822.05,1.32
449,a,2014,3612917.98,3417598,303,-195319.98,-5.41
449,a,2015,1984803.35,1871649,175,-113154.35,-5.7
450,c,2014,2750339.47,2607675,301,-142664.47,-5.19
450,c,2015,1522218.25,1549766,174,27547.75,1.81
451,a,2014,1658033.3,1649918,303,-8115.3,-0.49
451,a,2015,970936.31,990495,175,19558.69,2.01
452,a,2014,1757679.82,1502935,304,-254744.82,-14.49
452,a,2015,866522.97,828679,176,-37843.97,-4.37
453,a,2014,2742776.61,2693421,345,-49355.61,-1.8
453,a,2015,1533260.99,1556427,199,23166.01,1.51
454,a,2014,1799128.84,1743772,302,-55356.84,-3.08
454,a,2015,1018358.39,1026648,175,8289.61,0.81
455,d,2014,2055527.65,2320835,301,265307.35,12.91
455,d,2015,1311297.1,1408405,174,97107.9,7.41
456,a,2014,1991973.93,1843929,302,-148044.93,-7.43
456,a,2015,1089870.66,1048972,175,-40898.66,-3.75
457,d,2014,621449.21,719504,147,98054.79,15.78
457,d,2015,741694.99,800698,147,59003.01,7.96
458,c,2014,2366841.61,2281321,303,-85520.61,-3.61
458,c,2015,1363131.48,1346503,175,-16628.48,-1.22
459,a,2014,2835965.98,2808912,304,-27053.98,-0.95
459,a,2015,1629038.24,1636469,176,7430.76,0.46
460,a,2014,1152926.21,1142128,302,-10798.21,-0.94
460,a,2015,660481.19,651539,175,-8942.19,-1.35
461,d,2014,1548982.44,1420018,301,-128964.44,-8.33
461,d,2015,814129.29,833829,174,19699.71,2.42
462,a,2014,1541168.14,1462729,302,-78439.14,-5.09
462,a,2015,843006.06,808447,175,-34559.06,-4.1
463,a,2014,1850037.91,1855738,302,5700.09,0.31
463,a,2015,1099620.59,1097586,175,-2034.59,-0.19
464,c,2014,3416063.15,3230564,304,-185499.15,-5.43
464,c,2015,1850626.78,1802484,176,-48142.78,-2.6
465,d,2014,2343299.3,2363977,303,20677.7,0.88
465,d,2015,1371042.95,1428590,175,57547.05,4.2
466,a,2014,2349135.0,2362316,302,13181.0,0.56
466,a,2015,1385762.37,1370684,175,-15078.37,-1.09
467,a,2014,4202825.34,4105126,302,-97699.34,-2.32
467,a,2015,2417833.1,2322933,175,-94900.1,-3.93
468,c,2014,2233340.2,2025341,304,-207999.2,-9.31
468,c,2015,1204454.47,1041950,176,-162504.47,-13.49
469,c,2014,3869966.87,3555745,304,-314221.87,-8.12
469,c,2015,2069616.49,2024201,176,-45415.49,-2.19
470,a,2014,4158689.95,4027614,301,-131075.95,-3.15
470,a,2015,2200807.08,2114167,174,-86640.08,-3.94
471,d,2014,1039112.92,1047693,147,8580.08,0.83
471,d,2015,1080178.2,1056888,147,-23290.2,-2.16
472,c,2014,1617685.73,1575328,304,-42357.73,-2.62
472,c,2015,924877.27,936474,176,11596.73,1.25
473,a,2014,1119935.31,1069544,302,-50391.31,-4.5
473,a,2015,623535.22,612716,175,-10819.22,-1.74
474,c,2014,2311731.76,2297604,303,-14127.76,-0.61
474,c,2015,1340925.58,1347539,176,6613.42,0.49
475,a,2014,2015841.76,1950132,301,-65709.76,-3.26
475,a,2015,1151401.56,1118328,174,-33073.56,-2.87
476,d,2014,1809938.18,1768663,302,-41275.18,-2.28
476,d,2015,1050527.92,1041259,176,-9268.92,-0.88
477,d,2014,911630.79,923513,147,11882.21,1.3
477,d,2015,951646.55,922151,147,-29495.55,-3.1
478,d,2014,2124570.53,2056787,304,-67783.53,-3.19
478,d,2015,1206748.31,1219786,176,13037.69,1.08
479,a,2014,3456812.18,3441036,303,-15776.18,-0.46
479,a,2015,1979861.36,1981489,175,1627.64,0.08
480,a,2014,1539062.17,1505963,304,-33099.17,-2.15
480,a,2015,882916.84,871416,176,-11500.84,-1.3
481,c,2014,1350907.43,1678031,303,327123.57,24.22
481,c,2015,969949.49,1039440,175,69490.51,7.16
482,c,2014,2709105.37,2493091,303,-216014.37,-7.97
482,c,2015,1423945.01,1391935,175,-32010.01,-2.25
483,a,2014,1509656.02,1519561,302,9904.98,0.66
483,a,2015,875199.03,872382,175,-2817.03,-0.32
484,a,2014,2401436.61,2335736,304,-65700.61,-2.74
484,a,2015,1330722.76,1386003,176,55280.24,4.15
485,d,2014,644892.38,739921,147,95028.62,14.74
485,d,2015,762937.14,780070,147,17132.86,2.25
486,a,2014,1257045.0,1322909,302,65864.0,5.24
486,a,2015,777628.2,782723,175,5094.8,0.66
487,d,2014,2090657.72,2180720,304,90062.28,4.31
487,d,2015,1241676.02,1279184,176,37507.98,3.02
488,a,2014,1155676.01,1120112,304,-35564.01,-3.08
488,a,2015,655457.25,648938,176,-6519.25,-0.99
489,a,2014,2240966.15,2224619,302,-16347.15,-0.73
489,a,2015,1298484.88,1296200,175,-2284.88,-0.18
