Store,StoreType,Revenue,VariableCost,FixedCost,ContributionMargin,OperatingProfit,TradingDays,TotalCost,CMRatioPct,OperatingMarginPct
307,a,1290422,1032337.6,431100.0,258084.4,-173015.6,479,1463437.6,20.0,-13.41
308,a,4222494,3377995.2,429300.0,844498.8,415198.8,477,3807295.2,20.0,9.83
309,d,3333391,2700046.71,429300.0,633344.29,204044.29,477,3129346.71,19.0,6.12
310,a,4591516,3673212.8,489600.0,918303.2,428703.2,544,4162812.8,20.0,9.34
311,a,3260952,2608761.6,430200.0,652190.4,221990.4,478,3038961.6,20.0,6.81
312,d,2676595,2168041.95,430200.0,508553.05,78353.05,478,2598241.95,19.0,2.93
313,d,3394328,2749405.68,431100.0,644922.32,213822.32,479,3180505.68,19.0,6.3
314,a,2479677,1983741.6,429300.0,495935.4,66635.4,477,2413041.6,20.0,2.69
315,a,2049843,1639874.4,432000.0,409968.6,-22031.4,480,2071874.4,20.0,-1.07
316,d,4776080,3868624.8,429300.0,907455.2,478155.2,477,4297924.8,19.0,10.01
317,d,1585539,1284286.59,264600.0,301252.41,36652.41,294,1548886.59,19.0,2.31
318,d,3576334,2896830.54,430200.0,679503.46,249303.46,478,3327030.54,19.0,6.97
319,a,3739346,2991476.8,432000.0,747869.2,315869.2,480,3423476.8,20.0,8.45
320,a,7161577,5729261.6,432000.0,1432315.4,1000315.4,480,6161261.6,20.0,13.97
321,c,2863779,2262385.41,430200.0,601393.59,171193.59,478,2692585.41,21.0,5.98
322,a,2437070,1949656.0,431100.0,487414.0,56314.0,479,2380756.0,20.0,2.31
323,d,3617237,2929961.97,429300.0,687275.03,257975.03,477,3359261.97,19.0,7.13
324,a,2668514,2134811.2,429300.0,533702.8,104402.8,477,2564111.2,20.0,3.91
325,a,3064222,2451377.6,429300.0,612844.4,183544.4,477,2880677.6,20.0,5.99
326,d,2528588,2048156.28,429300.0,480431.72,51131.72,477,2477456.28,19.0,2.02
327,c,3792658,2996199.82,426600.0,796458.18,369858.18,474,3422799.82,21.0,9.75
328,a,2155024,1724019.2,429300.0,431004.8,1704.8,477,2153319.2,20.0,0.08
329,a,3325318,2660254.4,429300.0,665063.6,235763.6,477,3089554.4,20.0,7.09
330,a,2007619,1606095.2,429300.0,401523.8,-27776.2,477,2035395.2,20.0,-1.38
331,a,2811767,2249413.6,429300.0,562353.4,133053.4,477,2678713.6,20.0,4.73
332,a,1807243,1445794.4,429300.0,361448.6,-67851.4,477,1875094.4,20.0,-3.75
333,a,4748779,3799023.2,432000.0,949755.8,517755.8,480,4231023.2,20.0,10.9
334,d,2577041,2087403.21,429300.0,489637.79,60337.79,477,2516703.21,19.0,2.34
335,b,7854034,6518848.22,519300.0,1335185.78,815885.78,577,7038148.22,17.0,10.39
336,a,6597105,5277684.0,429300.0,1319421.0,890121.0,477,5706984.0,20.0,13.49
337,d,2471460,2001882.6,430200.0,469577.4,39377.4,478,2432082.6,19.0,1.59
338,a,3341886,2673508.8,430200.0,668377.2,238177.2,478,3103708.8,20.0,7.13
339,a,2513438,2010750.4,429300.0,502687.6,73387.6,477,2440050.4,20.0,2.92
340,a,3160504,2528403.2,432000.0,632100.8,200100.8,480,2960403.2,20.0,6.33
341,a,2693605,2154884.0,429300.0,538721.0,109421.0,477,2584184.0,20.0,4.06
342,d,3194338,2587413.78,263700.0,606924.22,343224.22,293,2851113.78,19.0,10.74
343,d,3556612,2880855.72,429300.0,675756.28,246456.28,477,3310155.72,19.0,6.93
344,a,4156472,3325177.6,432000.0,831294.4,399294.4,480,3757177.6,20.0,9.61
345,a,1344698,1075758.4,264600.0,268939.6,4339.6,294,1340358.4,20.0,0.32
346,a,3406009,2724807.2,429300.0,681201.8,251901.8,477,3154107.2,20.0,7.4
347,d,2399315,1943445.15,427500.0,455869.85,28369.85,475,2370945.15,19.0,1.18
348,a,2575675,2060540.0,264600.0,515135.0,250535.0,294,2325140.0,20.0,9.73
349,c,3453018,2727884.22,363600.0,725133.78,361533.78,404,3091484.22,21.0,10.47
350,d,3343412,2708163.72,430200.0,635248.28,205048.28,478,3138363.72,19.0,6.13
351,a,2976542,2381233.6,429300.0,595308.4,166008.4,477,2810533.6,20.0,5.58
352,d,3175947,2572517.07,432000.0,603429.93,171429.93,480,3004517.07,19.0,5.4
353,b,3572356,2965055.48,519300.0,607300.52,88000.52,577,3484355.48,17.0,2.46
354,d,4073111,3299219.91,429300.0,773891.09,344591.09,477,3728519.91,19.0,8.46
355,a,4394548,3515638.4,432000.0,878909.6,446909.6,480,3947638.4,20.0,10.17
356,d,2864587,2320315.47,427500.0,544271.53,116771.53,475,2747815.47,19.0,4.08
357,a,3725823,2980658.4,418500.0,745164.6,326664.6,465,3399158.4,20.0,8.77
358,a,4958989,3967191.2,429300.0,991797.8,562497.8,477,4396491.2,20.0,11.34
359,d,3272893,2651043.33,429300.0,621849.67,192549.67,477,3080343.33,19.0,5.88
360,a,3329908,2663926.4,432000.0,665981.6,233981.6,480,3095926.4,20.0,7.03
361,c,3029218,2393082.22,429300.0,636135.78,206835.78,477,2822382.22,21.0,6.83
362,c,4534937,3582600.23,430200.0,952336.77,522136.77,478,4012800.23,21.0,11.51
363,a,3473383,2778706.4,432000.0,694676.6,262676.6,480,3210706.4,20.0,7.56
364,a,2302062,1841649.6,429300.0,460412.4,31112.4,477,2270949.6,20.0,1.35
365,c,1611643,1273197.97,264600.0,338445.03,73845.03,294,1537797.97,21.0,4.58
366,d,2989996,2421896.76,429300.0,568099.24,138799.24,477,2851196.76,19.0,4.64
367,d,2576022,2086577.82,432000.0,489444.18,57444.18,480,2518577.82,19.0,2.23
368,d,4741339,3840484.59,427500.0,900854.41,473354.41,475,4267984.59,19.0,9.98
369,d,3189094,2583166.14,430200.0,605927.86,175727.86,478,3013366.14,19.0,5.51
370,d,3685598,2985334.38,429300.0,700263.62,270963.62,477,3414634.38,19.0,7.35
371,d,3274547,2652383.07,430200.0,622163.93,191963.93,478,3082583.07,19.0,5.86
372,d,4298403,3481706.43,429300.0,816696.57,387396.57,477,3911006.43,19.0,9.01
373,d,2226941,1803822.21,427500.0,423118.79,-4381.21,475,2231322.21,19.0,-0.2
374,a,3395736,2716588.8,432000.0,679147.2,247147.2,480,3148588.8,20.0,7.28
375,a,4412524,3530019.2,429300.0,882504.8,453204.8,477,3959319.2,20.0,10.27
376,a,4006507,3205205.6,423000.0,801301.4,378301.4,470,3628205.6,20.0,9.44
377,a,3907437,3125949.6,432000.0,781487.4,349487.4,480,3557949.6,20.0,8.94
378,a,3297268,2637814.4,429300.0,659453.6,230153.6,477,3067114.4,20.0,6.98
379,d,1894123,1534239.63,432000.0,359883.37,-72116.63,480,1966239.63,19.0,-3.81
380,a,6849754,5479803.2,429300.0,1369950.8,940650.8,477,5909103.2,20.0,13.73
381,a,4377030,3501624.0,429300.0,875406.0,446106.0,477,3930924.0,20.0,10.19
382,c,3857371,3047323.09,429300.0,810047.91,380747.91,477,3476623.09,21.0,9.87
383,a,8230126,6584100.8,429300.0,1646025.2,1216725.2,477,7013400.8,20.0,14.78
384,a,4421614,3537291.2,431100.0,884322.8,453222.8,479,3968391.2,20.0,10.25
385,d,2196273,1778981.13,264600.0,417291.87,152691.87,294,2043581.13,19.0,6.95
386,d,3584687,2903596.47,429300.0,681090.53,251790.53,477,3332896.47,19.0,7.02
387,c,4353792,3439495.68,417600.0,914296.32,496696.32,464,3857095.68,21.0,11.41
388,a,4993282,3994625.6,429300.0,998656.4,569356.4,477,4423925.6,20.0,11.4
389,a,5136886,4109508.8,432000.0,1027377.2,595377.2,480,4541508.8,20.0,11.59
390,a,5605213,4484170.4,428400.0,1121042.6,692642.6,476,4912570.4,20.0,12.36
391,a,2779509,2223607.2,429300.0,555901.8,126601.8,477,2652907.2,20.0,4.55
392,a,3560163,2848130.4,429300.0,712032.6,282732.6,477,3277430.4,20.0,7.94
393,d,2805548,2272493.88,429300.0,533054.12,103754.12,477,2701793.88,19.0,3.7
394,d,4076669,3302101.89,430200.0,774567.11,344367.11,478,3732301.89,19.0,8.45
395,a,1917669,1534135.2,429300.0,383533.8,-45766.2,477,1963435.2,20.0,-2.39
396,a,4935998,3948798.4,429300.0,987199.6,557899.6,477,4378098.4,20.0,11.3
397,a,2803192,2242553.6,429300.0,560638.4,131338.4,477,2671853.6,20.0,4.69
398,c,2704760,2136760.4,432000.0,567999.6,135999.6,480,2568760.4,21.0,5.03
399,a,1678207,1342565.6,264600.0,335641.4,71041.4,294,1607165.6,20.0,4.23
400,a,4300964,3440771.2,431100.0,860192.8,429092.8,479,3871871.2,20.0,9.98
401,a,3497425,2797940.0,430200.0,699485.0,269285.0,478,3228140.0,20.0,7.7
402,c,2822643,2229887.97,429300.0,592755.03,163455.03,477,2659187.97,21.0,5.79
403,a,3566609,2853287.2,429300.0,713321.8,284021.8,477,3282587.2,20.0,7.96
404,a,2369506,1895604.8,427500.0,473901.2,46401.2,475,2323104.8,20.0,1.96
405,a,2163530,1730824.0,429300.0,432706.0,3406.0,477,2160124.0,20.0,0.16
406,d,3234485,2619932.85,429300.0,614552.15,185252.15,477,3049232.85,19.0,5.73
407,a,1179517,943613.6,264600.0,235903.4,-28696.6,294,1208213.6,20.0,-2.43
408,c,2291639,1810394.81,427500.0,481244.19,53744.19,475,2237894.81,21.0,2.35
409,d,2759527,2235216.87,430200.0,524310.13,94110.13,478,2665416.87,19.0,3.41
410,c,3129856,2472586.24,429300.0,657269.76,227969.76,477,2901886.24,21.0,7.28
411,d,4476691,3626119.71,430200.0,850571.29,420371.29,478,4056319.71,19.0,9.39
412,d,2771916,2245251.96,264600.0,526664.04,262064.04,294,2509851.96,19.0,9.45
413,a,2110943,1688754.4,264600.0,422188.6,157588.6,294,1953354.4,20.0,7.47
414,d,3156759,2556974.79,430200.0,599784.21,169584.21,478,2987174.79,19.0,5.37
415,d,3053008,2472936.48,430200.0,580071.52,149871.52,478,2903136.48,19.0,4.91
416,a,5386426,4309140.8,432000.0,1077285.2,645285.2,480,4741140.8,20.0,11.98
417,a,3532881,2826304.8,429300.0,706576.2,277276.2,477,3255604.8,20.0,7.85
418,a,2546617,2037293.6,427500.0,509323.4,81823.4,475,2464793.6,20.0,3.21
419,c,2562327,2024238.33,432000.0,538088.67,106088.67,480,2456238.33,21.0,4.14
420,d,1406760,1139475.6,264600.0,267284.4,2684.4,294,1404075.6,19.0,0.19
421,c,4593935,3629208.65,432000.0,964726.35,532726.35,480,4061208.65,21.0,11.6
422,a,2211786,1769428.8,432000.0,442357.2,10357.2,480,2201428.8,20.0,0.47
423,b,6260101,5195883.83,519300.0,1064217.17,544917.17,577,5715183.83,17.0,8.7
424,d,3489805,2826742.05,429300.0,663062.95,233762.95,477,3256042.05,19.0,6.7
425,d,1580753,1280409.93,427500.0,300343.07,-127156.93,475,1707909.93,19.0,-8.04
426,a,2435673,1948538.4,429300.0,487134.6,57834.6,477,2377838.4,20.0,2.37
427,a,2216732,1773385.6,264600.0,443346.4,178746.4,294,2037985.6,20.0,8.06
428,d,1859390,1506105.9,264600.0,353284.1,88684.1,294,1770705.9,19.0,4.77
429,d,1550103,1255583.43,264600.0,294519.57,29919.57,294,1520183.43,19.0,1.93
430,d,2545650,2061976.5,264600.0,483673.5,219073.5,294,2326576.5,19.0,8.61
431,d,4671455,3783878.55,429300.0,887576.45,458276.45,477,4213178.55,19.0,9.81
432,a,5360920,4288736.0,432000.0,1072184.0,640184.0,480,4720736.0,20.0,11.94
433,a,2828184,2262547.2,476100.0,565636.8,89536.8,529,2738647.2,20.0,3.17
434,a,2997683,2398146.4,264600.0,599536.6,334936.6,294,2662746.4,20.0,11.17
435,a,1534022,1227217.6,429300.0,306804.4,-122495.6,477,1656517.6,20.0,-7.99
436,d,2659362,2154083.22,430200.0,505278.78,75078.78,478,2584283.22,19.0,2.82
437,c,3572470,2822251.3,430200.0,750218.7,320018.7,478,3252451.3,21.0,8.96
438,d,2603311,2108681.91,430200.0,494629.09,64429.09,478,2538881.91,19.0,2.47
439,a,3499900,2799920.0,432000.0,699980.0,267980.0,480,3231920.0,20.0,7.66
440,d,2511089,2033982.09,427500.0,477106.91,49606.91,475,2461482.09,19.0,1.98
441,d,3150824,2552167.44,429300.0,598656.56,169356.56,477,2981467.44,19.0,5.37
442,c,2149087,1697778.73,427500.0,451308.27,23808.27,475,2125278.73,21.0,1.11
443,d,2533350,2052013.5,430200.0,481336.5,51136.5,478,2482213.5,19.0,2.02
444,c,5786460,4571303.4,430200.0,1215156.6,784956.6,478,5001503.4,21.0,13.57
445,a,4099639,3279711.2,427500.0,819927.8,392427.8,475,3707211.2,20.0,9.57
446,a,2378818,1903054.4,429300.0,475763.6,46463.6,477,2332354.4,20.0,1.95
447,a,2578089,2062471.2,432000.0,515617.8,83617.8,480,2494471.2,20.0,3.24
448,a,4104346,3283476.8,429300.0,820869.2,391569.2,477,3712776.8,20.0,9.54
449,a,5289247,4231397.6,430200.0,1057849.4,627649.4,478,4661597.6,20.0,11.87
450,c,4157441,3284378.39,427500.0,873062.61,445562.61,475,3711878.39,21.0,10.72
451,a,2640413,2112330.4,430200.0,528082.6,97882.6,478,2542530.4,20.0,3.71
452,a,2331614,1865291.2,432000.0,466322.8,34322.8,480,2297291.2,20.0,1.47
453,a,4249848,3399878.4,489600.0,849969.6,360369.6,544,3889478.4,20.0,8.48
454,a,2770420,2216336.0,429300.0,554084.0,124784.0,477,2645636.0,20.0,4.5
455,d,3729240,3020684.4,427500.0,708555.6,281055.6,475,3448184.4,19.0,7.54
456,a,2892901,2314320.8,429300.0,578580.2,149280.2,477,2743620.8,20.0,5.16
457,d,1520202,1231363.62,264600.0,288838.38,24238.38,294,1495963.62,19.0,1.59
458,c,3627824,2865980.96,430200.0,761843.04,331643.04,478,3296180.96,21.0,9.14
459,a,4445381,3556304.8,432000.0,889076.2,457076.2,480,3988304.8,20.0,10.28
460,a,1793667,1434933.6,429300.0,358733.4,-70566.6,477,1864233.6,20.0,-3.93
461,d,2253847,1825616.07,427500.0,428230.93,730.93,475,2253116.07,19.0,0.03
462,a,2271176,1816940.8,429300.0,454235.2,24935.2,477,2246240.8,20.0,1.1
463,a,2953324,2362659.2,429300.0,590664.8,161364.8,477,2791959.2,20.0,5.46
464,c,5033048,3976107.92,432000.0,1056940.08,624940.08,480,4408107.92,21.0,12.42
465,d,3792567,3071979.27,430200.0,720587.73,290387.73,478,3502179.27,19.0,7.66
466,a,3733000,2986400.0,429300.0,746600.0,317300.0,477,3415700.0,20.0,8.5
467,a,6428059,5142447.2,429300.0,1285611.8,856311.8,477,5571747.2,20.0,13.32
468,c,3067291,2423159.89,432000.0,644131.11,212131.11,480,2855159.89,21.0,6.92
469,c,5579946,4408157.34,432000.0,1171788.66,739788.66,480,4840157.34,21.0,13.26
470,a,6141781,4913424.8,427500.0,1228356.2,800856.2,475,5340924.8,20.0,13.04
471,d,2104581,1704710.61,264600.0,399870.39,135270.39,294,1969310.61,19.0,6.43
472,c,2511802,1984323.58,432000.0,527478.42,95478.42,480,2416323.58,21.0,3.8
473,a,1682260,1345808.0,429300.0,336452.0,-92848.0,477,1775108.0,20.0,-5.52
474,c,3645143,2879662.97,431100.0,765480.03,334380.03,479,3310762.97,21.0,9.17
475,a,3068460,2454768.0,427500.0,613692.0,186192.0,475,2882268.0,20.0,6.07
476,d,2809922,2276036.82,430200.0,533885.18,103685.18,478,2706236.82,19.0,3.69
477,d,1845664,1494987.84,264600.0,350676.16,86076.16,294,1759587.84,19.0,4.66
478,d,3276573,2654024.13,432000.0,622548.87,190548.87,480,3086024.13,19.0,5.82
479,a,5422525,4338020.0,430200.0,1084505.0,654305.0,478,4768220.0,20.0,12.07
480,a,2377379,1901903.2,432000.0,475475.8,43475.8,480,2333903.2,20.0,1.83
481,c,2717471,2146802.09,430200.0,570668.91,140468.91,478,2577002.09,21.0,5.17
482,c,3885026,3069170.54,430200.0,815855.46,385655.46,478,3499370.54,21.0,9.93
483,a,2391943,1913554.4,429300.0,478388.6,49088.6,477,2342854.4,20.0,2.05
484,a,3721739,2977391.2,432000.0,744347.8,312347.8,480,3409391.2,20.0,8.39
485,d,1519991,1231192.71,264600.0,288798.29,24198.29,294,1495792.71,19.0,1.59
486,a,2105632,1684505.6,429300.0,421126.4,-8173.6,477,2113805.6,20.0,-0.39
487,d,3459904,2802522.24,432000.0,657381.76,225381.76,480,3234522.24,19.0,6.51
488,a,1769050,1415240.0,432000.0,353810.0,-78190.0,480,1847240.0,20.0,-4.42
489,a,3520819,2816655.2,429300.0,704163.8,274863.8,477,3245955.2,20.0,7.81
490,a,2452624,1962099.2,264600.0,490524.8,225924.8,294,2226699.2,20.0,9.21
491,d,3350245,2713698.45,427500.0,636546.55,209046.55,475,3141198.45,19.0,6.24
492,a,2287161,1829728.8,256500.0,457432.2,200932.2,285,2086228.8,20.0,8.79
493,d,4197556,3400020.36,429300.0,797535.64,368235.64,477,3829320.36,19.0,8.77
494,b,4462513,3703885.79,519300.0,758627.21,239327.21,577,4223185.79,17.0,5.36
495,d,2518360,2039871.6,427500.0,478488.4,50988.4,475,2467371.6,19.0,2.02
496,d,3769568,3053350.08,432000.0,716217.92,284217.92,480,3485350.08,19.0,7.54
497,a,4388016,3510412.8,430200.0,877603.2,447403.2,478,3940612.8,20.0,10.2
498,a,2084776,1667820.8,264600.0,416955.2,152355.2,294,1932420.8,20.0,7.31
499,c,2593987,2049249.73,427500.0,544737.27,117237.27,475,2476749.73,21.0,4.52
500,d,1699108,1376277.48,264600.0,322830.52,58230.52,294,1640877.48,19.0,3.43
501,a,1495966,1196772.8,264600.0,299193.2,34593.2,294,1461372.8,20.0,2.31
502,a,5091041,4072832.8,423900.0,1018208.2,594308.2,471,4496732.8,20.0,11.67
503,d,3314896,2685065.76,429300.0,629830.24,200530.24,477,3114365.76,19.0,6.05
504,c,3231072,2552546.88,432000.0,678525.12,246525.12,480,2984546.88,21.0,7.63
505,a,2304410,1843528.0,427500.0,460882.0,33382.0,475,2271028.0,20.0,1.45
506,a,3600054,2880043.2,429300.0,720010.8,290710.8,477,3309343.2,20.0,8.08
507,a,4088916,3271132.8,429300.0,817783.2,388483.2,477,3700432.8,20.0,9.5
508,a,3411114,2728891.2,427500.0,682222.8,254722.8,475,3156391.2,20.0,7.47
509,a,2925751,2340600.8,430200.0,585150.2,154950.2,478,2770800.8,20.0,5.3
510,a,3906601,3125280.8,429300.0,781320.2,352020.2,477,3554580.8,20.0,9.01
511,a,2764556,2211644.8,432000.0,552911.2,120911.2,480,2643644.8,20.0,4.37
512,b,2143478,1779086.74,325800.0,364391.26,38591.26,362,2104886.74,17.0,1.8
513,a,8443087,6754469.6,432000.0,1688617.4,1256617.4,480,7186469.6,20.0,14.88
514,c,1789889,1414012.31,264600.0,375876.69,111276.69,294,1678612.31,21.0,6.22
515,d,4393864,3559029.84,429300.0,834834.16,405534.16,477,3988329.84,19.0,9.23
516,a,2911851,2329480.8,429300.0,582370.2,153070.2,477,2758780.8,20.0,5.26
517,a,2878933,2303146.4,431100.0,575786.6,144686.6,479,2734246.4,20.0,5.03
518,d,1807307,1463918.67,264600.0,343388.33,78788.33,294,1728518.67,19.0,4.36
519,c,2542787,2008801.73,432000.0,533985.27,101985.27,480,2440801.73,21.0,4.01
520,a,1886305,1509044.0,432000.0,377261.0,-54739.0,480,1941044.0,20.0,-2.9
521,d,2498667,2023920.27,429300.0,474746.73,45446.73,477,2453220.27,19.0,1.82
522,d,2484715,2012619.15,264600.0,472095.85,207495.85,294,2277219.15,19.0,8.35
523,c,6677369,5275121.51,432000.0,1402247.49,970247.49,480,5707121.51,21.0,14.53
524,a,4234947,3387957.6,486000.0,846989.4,360989.4,540,3873957.6,20.0,8.52
525,d,4808465,3894856.65,431100.0,913608.35,482508.35,479,4325956.65,19.0,10.03
526,a,5200370,4160296.0,431100.0,1040074.0,608974.0,479,4591396.0,20.0,11.71
527,d,5226341,4233336.21,430200.0,993004.79,562804.79,478,4663536.21,19.0,10.77
528,a,5141704,4113363.2,429300.0,1028340.8,599040.8,477,4542663.2,20.0,11.65
529,d,3851342,3119587.02,432000.0,731754.98,299754.98,480,3551587.02,19.0,7.78
530,a,2638324,2110659.2,495900.0,527664.8,31764.8,551,2606559.2,20.0,1.2
531,a,2424233,1939386.4,432000.0,484846.6,52846.6,480,2371386.4,20.0,2.18
532,a,5285796,4228636.8,429300.0,1057159.2,627859.2,477,4657936.8,20.0,11.88
533,a,4815974,3852779.2,427500.0,963194.8,535694.8,475,4280279.2,20.0,11.12
534,d,2238199,1812941.19,264600.0,425257.81,160657.81,294,2077541.19,19.0,7.18
535,a,3927708,3142166.4,429300.0,785541.6,356241.6,477,3571466.4,20.0,9.07
536,a,4039933,3231946.4,429300.0,807986.6,378686.6,477,3661246.4,20.0,9.37
537,a,2818821,2255056.8,427500.0,563764.2,136264.2,475,2682556.8,20.0,4.83
538,a,1854484,1483587.2,432000.0,370896.8,-61103.2,480,1915587.2,20.0,-3.29
539,a,3323922,2659137.6,264600.0,664784.4,400184.4,294,2923737.6,20.0,12.04
540,d,1895662,1535486.22,264600.0,360175.78,95575.78,294,1800086.22,19.0,5.04
541,a,3300451,2640360.8,429300.0,660090.2,230790.2,477,3069660.8,20.0,6.99
542,a,1835859,1468687.2,264600.0,367171.8,102571.8,294,1733287.2,20.0,5.59
543,c,1309608,1034590.32,430200.0,275017.68,-155182.32,478,1464790.32,21.0,-11.85
544,a,6527370,5221896.0,430200.0,1305474.0,875274.0,478,5652096.0,20.0,13.41
545,a,5203772,4163017.6,429300.0,1040754.4,611454.4,477,4592317.6,20.0,11.75
546,a,6734169,5387335.2,432000.0,1346833.8,914833.8,480,5819335.2,20.0,13.58
547,d,1742786,1411656.66,264600.0,331129.34,66529.34,294,1676256.66,19.0,3.82
548,d,2443568,1979290.08,418500.0,464277.92,45777.92,465,2397790.08,19.0,1.87
549,a,2281963,1825570.4,432000.0,456392.6,24392.6,480,2257570.4,20.0,1.07
550,d,3024002,2449441.62,430200.0,574560.38,144360.38,478,2879641.62,19.0,4.77
551,a,3194223,2555378.4,432000.0,638844.6,206844.6,480,2987378.4,20.0,6.48
552,a,3724300,2979440.0,430200.0,744860.0,314660.0,478,3409640.0,20.0,8.45
553,c,3458302,2732058.58,427500.0,726243.42,298743.42,475,3159558.58,21.0,8.64
554,c,2324641,1836466.39,432000.0,488174.61,56174.61,480,2268466.39,21.0,2.42
555,d,1417993,1148574.33,264600.0,269418.67,4818.67,294,1413174.33,19.0,0.34
556,d,3597490,2913966.9,431100.0,683523.1,252423.1,479,3345066.9,19.0,7.02
557,a,2066449,1653159.2,429300.0,413289.8,-16010.2,477,2082459.2,20.0,-0.77
558,a,1531982,1225585.6,432000.0,306396.4,-125603.6,480,1657585.6,20.0,-8.2
559,d,2837244,2298167.64,429300.0,539076.36,109776.36,477,2727467.64,19.0,3.87
560,c,6640364,5245887.56,432000.0,1394476.44,962476.44,480,5677887.56,21.0,14.49
561,d,3280975,2657589.75,429300.0,623385.25,194085.25,477,3086889.75,19.0,5.92
562,b,10390071,8623758.93,519300.0,1766312.07,1247012.07,577,9143058.93,17.0,12.0
563,a,2589328,2071462.4,427500.0,517865.6,90365.6,475,2498962.4,20.0,3.49
564,d,2721918,2204753.58,429300.0,517164.42,87864.42,477,2634053.58,19.0,3.23
565,a,3229678,2583742.4,429300.0,645935.6,216635.6,477,3013042.4,20.0,6.71
566,a,2500151,2000120.8,432000.0,500030.2,68030.2,480,2432120.8,20.0,2.72
567,c,2518542,1989648.18,429300.0,528893.82,99593.82,477,2418948.18,21.0,3.95
568,d,2471642,2002030.02,430200.0,469611.98,39411.98,478,2432230.02,19.0,1.59
569,a,2170734,1736587.2,432000.0,434146.8,2146.8,480,2168587.2,20.0,0.1
570,a,2058664,1646931.2,429300.0,411732.8,-17567.2,477,2076231.2,20.0,-0.85
571,d,2388246,1934479.26,264600.0,453766.74,189166.74,294,2199079.26,19.0,7.92
572,d,3290060,2664948.6,426600.0,625111.4,198511.4,474,3091548.6,19.0,6.03
573,a,1157735,926188.0,264600.0,231547.0,-33053.0,294,1190788.0,20.0,-2.85
574,d,4286093,3471735.33,427500.0,814357.67,386857.67,475,3899235.33,19.0,9.03
575,a,1643601,1314880.8,264600.0,328720.2,64120.2,294,1579480.8,20.0,3.9
576,c,3413020,2696285.8,432000.0,716734.2,284734.2,480,3128285.8,21.0,8.34
577,a,2352002,1881601.6,432000.0,470400.4,38400.4,480,2313601.6,20.0,1.63
578,d,4581244,3710807.64,493200.0,870436.36,377236.36,548,4204007.64,19.0,8.23
579,c,3932601,3106754.79,429300.0,825846.21,396546.21,477,3536054.79,21.0,10.08
580,a,4724379,3779503.2,432000.0,944875.8,512875.8,480,4211503.2,20.0,10.86
581,a,2529988,2023990.4,429300.0,505997.6,76697.6,477,2453290.4,20.0,3.03
582,a,3360086,2688068.8,431100.0,672017.2,240917.2,479,3119168.8,20.0,7.17
583,a,2066582,1653265.6,429300.0,413316.4,-15983.6,477,2082565.6,20.0,-0.77
584,d,2324158,1882567.98,430200.0,441590.02,11390.02,478,2312767.98,19.0,0.49
585,d,2527042,2046904.02,432000.0,480137.98,48137.98,480,2478904.02,19.0,1.9
586,a,7353161,5882528.8,427500.0,1470632.2,1043132.2,475,6310028.8,20.0,14.19
587,d,2995328,2426215.68,264600.0,569112.32,304512.32,294,2690815.68,19.0,10.17
588,d,3009273,2437511.13,432000.0,571761.87,139761.87,480,2869511.13,19.0,4.64
589,a,2354530,1883624.0,408600.0,470906.0,62306.0,454,2292224.0,20.0,2.65
590,d,2462662,1994756.22,427500.0,467905.78,40405.78,475,2422256.22,19.0,1.64
591,a,2710999,2168799.2,427500.0,542199.8,114699.8,475,2596299.2,20.0,4.23
592,a,2115889,1692711.2,429300.0,423177.8,-6122.2,477,2122011.2,20.0,-0.29
593,a,4557877,3646301.6,432000.0,911575.4,479575.4,480,4078301.6,20.0,10.52
594,a,2029011,1623208.8,432000.0,405802.2,-26197.8,480,2055208.8,20.0,-1.29
595,c,7220648,5704311.92,432000.0,1516336.08,1084336.08,480,6136311.92,21.0,15.02
596,c,2200238,1738188.02,432000.0,462049.98,30049.98,480,2170188.02,21.0,1.37
597,a,2482694,1986155.2,429300.0,496538.8,67238.8,477,2415455.2,20.0,2.71
598,c,1693041,1337502.39,264600.0,355538.61,90938.61,294,1602102.39,21.0,5.37
599,d,4713863,3818229.03,432000.0,895633.97,463633.97,480,4250229.03,19.0,9.84
600,d,3467609,2808763.29,432000.0,658845.71,226845.71,480,3240763.29,19.0,6.54
601,d,2359225,1910972.25,430200.0,448252.75,18052.75,478,2341172.25,19.0,0.77
602,a,3079745,2463796.0,430200.0,615949.0,185749.0,478,2893996.0,20.0,6.03
603,a,3422720,2738176.0,427500.0,684544.0,257044.0,475,3165676.0,20.0,7.51
604,d,2279578,1846458.18,264600.0,433119.82,168519.82,294,2111058.18,19.0,7.39
605,d,3459122,2801888.82,427500.0,657233.18,229733.18,475,3229388.82,19.0,6.64
606,a,2790588,2232470.4,432000.0,558117.6,126117.6,480,2664470.4,20.0,4.52
607,a,1865917,1492733.6,431100.0,373183.4,-57916.6,479,1923833.6,20.0,-3.1
608,a,4566446,3653156.8,429300.0,913289.2,483989.2,477,4082456.8,20.0,10.6
609,a,2252268,1801814.4,432000.0,450453.6,18453.6,480,2233814.4,20.0,0.82
610,a,2011330,1609064.0,429300.0,402266.0,-27034.0,477,2038364.0,20.0,-1.34
611,a,1696861,1357488.8,264600.0,339372.2,74772.2,294,1622088.8,20.0,4.41
612,d,2009102,1627372.62,264600.0,381729.38,117129.38,294,1891972.62,19.0,5.83
613,c,3206568,2533188.72,431100.0,673379.28,242279.28,479,2964288.72,21.0,7.56
