Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
422,a,c,,8.0,2002.0,0,,,
423,a,c,1660.0,7.0,2007.0,0,,,
424,a,c,540.0,5.0,2004.0,1,22.0,2013.0,"Feb,May,Aug,Nov"
425,b,a,40.0,,,1,15.0,2014.0,"Feb,May,Aug,Nov"
426,c,c,680.0,4.0,2000.0,1,46.0,2014.0,"Feb,May,Aug,Nov"
427,a,a,9500.0,4.0,2013.0,1,34.0,2015.0,"Feb,May,Aug,Nov"
428,c,a,1800.0,11.0,2004.0,0,,,
429,a,a,1120.0,8.0,2000.0,1,50.0,2011.0,"Feb,May,Aug,Nov"
430,c,a,1600.0,5.0,2010.0,0,,,
431,d,a,,11.0,2010.0,1,38.0,2014.0,"Jan,Apr,Jul,Oct"
432,c,a,1900.0,12.0,2002.0,0,,,
433,c,c,200.0,4.0,2000.0,0,,,
434,c,a,180.0,,,1,39.0,2014.0,"Feb,May,Aug,Nov"
435,a,a,1600.0,,,1,36.0,2015.0,"Mar,Jun,Sept,Dec"
436,a,a,1340.0,9.0,2002.0,0,,,
437,a,a,,12.0,2011.0,1,41.0,2015.0,"Jan,Apr,Jul,Oct"
438,a,a,1940.0,,,1,33.0,2015.0,"Mar,Jun,Sept,Dec"
439,c,a,14500.0,10.0,2012.0,0,,,
440,b,a,1940.0,8.0,2013.0,1,6.0,2012.0,"Jan,Apr,Jul,Oct"
441,d,c,1140.0,11.0,2011.0,0,,,
442,a,c,6500.0,5.0,2015.0,0,,,
443,c,a,3500.0,5.0,2015.0,1,23.0,2012.0,"Mar,Jun,Sept,Dec"
444,a,c,11500.0,6.0,2000.0,0,,,
445,a,c,640.0,12.0,2005.0,0,,,
446,c,c,5000.0,8.0,2012.0,1,46.0,2014.0,"Feb,May,Aug,Nov"
447,d,c,960.0,2.0,2005.0,0,,,
448,b,c,17500.0,1.0,2011.0,1,19.0,2014.0,"Mar,Jun,Sept,Dec"
449,a,c,18000.0,,,1,18.0,2011.0,"Mar,Jun,Sept,Dec"
450,b,c,4000.0,10.0,2015.0,0,,,
451,a,a,,6.0,2005.0,1,50.0,2015.0,"Feb,May,Aug,Nov"
452,d,a,1780.0,7.0,2005.0,0,,,
453,c,a,100.0,,,1,27.0,2015.0,"Feb,May,Aug,Nov"
454,a,a,2500.0,7.0,2004.0,0,,,
455,a,a,16500.0,,,1,25.0,2011.0,"Feb,May,Aug,Nov"
456,a,a,340.0,8.0,2007.0,0,,,
457,d,c,360.0,9.0,2006.0,1,19.0,2011.0,"Feb,May,Aug,Nov"
458,a,c,920.0,10.0,2013.0,0,,,
459,c,c,,8.0,2012.0,0,,,
460,b,a,1760.0,,,0,,,
461,b,a,,,,1,28.0,2014.0,"Jan,Apr,Jul,Oct"
462,a,c,,2.0,2007.0,1,23.0,2014.0,"Feb,May,Aug,Nov"
463,d,c,1840.0,,,0,,,
464,a,c,8500.0,2.0,2003.0,0,,,
465,b,c,1100.0,7.0,2006.0,0,,,
466,c,c,300.0,5.0,2011.0,0,,,
467,b,a,1320.0,1.0,2012.0,1,19.0,2013.0,"Feb,May,Aug,Nov"
468,d,a,1960.0,,,1,33.0,2013.0,"Jan,Apr,Jul,Oct"
469,a,a,620.0,7.0,2006.0,1,23.0,2013.0,"Mar,Jun,Sept,Dec"
470,a,c,740.0,1.0,2006.0,0,,,
471,a,c,60.0,11.0,2006.0,0,,,
472,a,a,13000.0,10.0,2010.0,1,20.0,2011.0,"Jan,Apr,Jul,Oct"
473,a,c,,9.0,2006.0,0,,,
474,a,a,,3.0,2006.0,1,7.0,2012.0,"Feb,May,Aug,Nov"
475,a,a,1260.0,10.0,2002.0,0,,,
476,a,a,1960.0,8.0,2007.0,0,,,
477,a,a,,5.0,2003.0,1,46.0,2011.0,"Mar,Jun,Sept,Dec"
478,b,c,1960.0,1.0,2008.0,0,,,
479,b,a,980.0,7.0,2014.0,1,3.0,2011.0,"Jan,Apr,Jul,Oct"
480,a,c,1120.0,,,0,,,
481,a,c,12000.0,,,0,,,
482,a,a,1480.0,1.0,2015.0,0,,,
483,b,a,,,,0,,,
484,a,c,,7.0,2007.0,0,,,
485,a,a,120.0,6.0,2012.0,0,,,
486,a,c,12000.0,6.0,2005.0,1,34.0,2013.0,"Jan,Apr,Jul,Oct"
487,a,a,1240.0,4.0,2014.0,1,11.0,2012.0,"Mar,Jun,Sept,Dec"
488,a,c,1720.0,,,0,,,
489,b,c,880.0,1.0,2004.0,0,,,
490,b,a,1220.0,2.0,2002.0,0,,,
491,c,a,1100.0,9.0,2013.0,1,46.0,2011.0,"Mar,Jun,Sept,Dec"
492,b,c,180.0,10.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
493,b,a,17000.0,6.0,2013.0,0,,,
494,a,a,480.0,1.0,2001.0,1,43.0,2015.0,"Jan,Apr,Jul,Oct"
495,c,a,1260.0,5.0,2008.0,0,,,
496,a,a,640.0,12.0,2006.0,0,,,
497,a,c,540.0,3.0,2007.0,0,,,
498,b,c,1240.0,6.0,2002.0,1,8.0,2011.0,"Mar,Jun,Sept,Dec"
499,a,a,,7.0,2001.0,0,,,
500,a,c,,4.0,2005.0,0,,,
501,c,a,1260.0,6.0,2007.0,0,,,
502,d,a,1680.0,6.0,2012.0,1,23.0,2014.0,"Feb,May,Aug,Nov"
503,d,c,,6.0,2007.0,0,,,
504,a,c,780.0,9.0,2003.0,0,,,
505,a,a,,7.0,2004.0,0,,,
506,c,a,360.0,1.0,2009.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
507,a,a,760.0,1.0,2006.0,0,,,
508,c,c,1120.0,,,1,28.0,2013.0,"Feb,May,Aug,Nov"
509,a,a,140.0,,,0,,,
510,a,a,19500.0,1.0,2009.0,0,,,
511,a,c,,1.0,2001.0,1,7.0,2014.0,"Jan,Apr,Jul,Oct"
512,c,a,1280.0,9.0,2003.0,1,48.0,2014.0,"Feb,May,Aug,Nov"
513,a,a,,,,0,,,
514,a,a,16000.0,3.0,2005.0,1,21.0,2014.0,"Mar,Jun,Sept,Dec"
515,a,a,18500.0,3.0,2006.0,1,11.0,2015.0,"Feb,May,Aug,Nov"
516,a,a,18500.0,,,0,,,
517,a,c,1900.0,7.0,2000.0,1,8.0,2015.0,"Mar,Jun,Sept,Dec"
518,c,c,380.0,8.0,2008.0,1,29.0,2014.0,"Feb,May,Aug,Nov"
519,a,c,,4.0,2005.0,0,,,
520,c,c,2500.0,7.0,2002.0,1,52.0,2015.0,"Mar,Jun,Sept,Dec"
521,d,a,,11.0,2006.0,0,,,
522,a,a,,4.0,2007.0,0,,,
523,a,c,620.0,,,1,7.0,2014.0,"Feb,May,Aug,Nov"
524,b,a,1340.0,,,1,20.0,2015.0,"Jan,Apr,Jul,Oct"
525,a,c,640.0,8.0,2011.0,1,32.0,2012.0,"Feb,May,Aug,Nov"
526,a,c,180.0,1.0,2004.0,1,4.0,2011.0,"Jan,Apr,Jul,Oct"
527,d,a,,3.0,2015.0,1,40.0,2015.0,"Feb,May,Aug,Nov"
528,d,a,,9.0,2009.0,0,,,
529,c,a,,1.0,2012.0,1,42.0,2013.0,"Feb,May,Aug,Nov"
530,a,a,,12.0,2001.0,1,25.0,2014.0,"Jan,Apr,Jul,Oct"
531,c,a,6000.0,5.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
532,c,a,1740.0,5.0,2005.0,0,,,
533,a,c,,7.0,2011.0,0,,,
534,b,c,1840.0,8.0,2012.0,0,,,
535,a,c,5500.0,6.0,2004.0,0,,,
536,a,a,700.0,,,0,,,
537,a,a,14000.0,12.0,2000.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
538,a,a,,,,1,17.0,2012.0,"Jan,Apr,Jul,Oct"
539,a,a,8000.0,9.0,2012.0,0,,,
540,c,c,1660.0,,,0,,,
541,d,a,660.0,12.0,2002.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
542,b,a,120.0,4.0,2005.0,0,,,
543,c,c,4000.0,,,1,28.0,2012.0,"Feb,May,Aug,Nov"
544,d,a,8500.0,9.0,2014.0,0,,,
545,a,a,16000.0,10.0,2001.0,0,,,
546,a,a,,2.0,2005.0,0,,,
547,a,c,1660.0,7.0,2010.0,1,38.0,2013.0,"Jan,Apr,Jul,Oct"
548,a,c,,5.0,2003.0,0,,,
549,c,a,11500.0,8.0,2014.0,1,51.0,2014.0,"Feb,May,Aug,Nov"
550,a,c,920.0,,,0,,,
551,a,c,,12.0,2006.0,0,,,
552,a,c,180.0,12.0,2011.0,1,24.0,2013.0,"Mar,Jun,Sept,Dec"
553,a,a,1980.0,8.0,2012.0,0,,,
554,d,a,,,,0,,,
555,a,c,6500.0,11.0,2002.0,0,,,
556,a,a,,3.0,2000.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
557,a,c,200.0,9.0,2005.0,0,,,
558,a,c,1760.0,10.0,2002.0,0,,,
559,b,a,16500.0,,,1,40.0,2015.0,"Mar,Jun,Sept,Dec"
560,a,c,5000.0,11.0,2010.0,1,28.0,2013.0,"Mar,Jun,Sept,Dec"
561,a,c,,,,1,23.0,2014.0,"Mar,Jun,Sept,Dec"
562,a,c,1540.0,5.0,2003.0,1,26.0,2014.0,"Mar,Jun,Sept,Dec"
563,c,a,8500.0,6.0,2000.0,1,50.0,2015.0,"Feb,May,Aug,Nov"
564,b,c,1400.0,6.0,2003.0,0,,,
565,b,a,,12.0,2007.0,0,,,
566,b,c,400.0,12.0,2012.0,1,49.0,2012.0,"Mar,Jun,Sept,Dec"
567,c,c,840.0,10.0,2005.0,1,9.0,2015.0,"Jan,Apr,Jul,Oct"
568,a,c,320.0,8.0,2004.0,1,5.0,2015.0,"Mar,Jun,Sept,Dec"
569,a,a,10000.0,2.0,2008.0,1,24.0,2012.0,"Jan,Apr,Jul,Oct"
570,a,a,780.0,11.0,2001.0,0,,,
571,a,a,1060.0,2.0,2003.0,0,,,
572,c,a,,3.0,2000.0,1,7.0,2011.0,"Mar,Jun,Sept,Dec"
573,a,a,1200.0,1.0,2008.0,0,,,
574,c,c,500.0,12.0,2007.0,1,32.0,2015.0,"Jan,Apr,Jul,Oct"
575,d,a,80.0,6.0,2009.0,1,36.0,2015.0,"Feb,May,Aug,Nov"
576,a,c,760.0,3.0,2009.0,0,,,
577,d,c,,1.0,2006.0,1,18.0,2014.0,"Mar,Jun,Sept,Dec"
578,b,a,1820.0,5.0,2013.0,1,33.0,2014.0,"Feb,May,Aug,Nov"
579,d,c,,9.0,2014.0,1,28.0,2011.0,"Feb,May,Aug,Nov"
580,a,c,720.0,12.0,2001.0,0,,,
581,a,a,1160.0,7.0,2014.0,1,35.0,2014.0,"Mar,Jun,Sept,Dec"
582,a,a,540.0,8.0,2003.0,0,,,
583,a,c,1320.0,,,1,41.0,2011.0,"Jan,Apr,Jul,Oct"
584,a,c,1860.0,11.0,2008.0,0,,,
585,d,c,19000.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
586,b,c,1220.0,12.0,2005.0,1,48.0,2012.0,"Feb,May,Aug,Nov"
587,a,c,16000.0,7.0,2003.0,1,2.0,2012.0,"Mar,Jun,Sept,Dec"
588,a,a,4000.0,12.0,2007.0,1,15.0,2014.0,"Feb,May,Aug,Nov"
589,a,c,980.0,2.0,2013.0,0,,,
590,a,a,,,,1,13.0,2012.0,"Jan,Apr,Jul,Oct"
591,d,c,1440.0,11.0,2003.0,0,,,
592,a,a,500.0,,,1,7.0,2014.0,"Jan,Apr,Jul,Oct"
593,a,a,,3.0,2007.0,0,,,
594,b,c,,,,1,49.0,2013.0,"Feb,May,Aug,Nov"
595,a,a,180.0,,,0,,,
596,a,c,,9.0,2015.0,1,49.0,2011.0,"Mar,Jun,Sept,Dec"
597,c,a,,3.0,2006.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
598,b,c,,1.0,2001.0,0,,,
599,d,c,860.0,10.0,2014.0,0,,,
600,b,a,4500.0,,,1,17.0,2011.0,"Jan,Apr,Jul,Oct"
601,a,c,1780.0,2.0,2005.0,1,6.0,2015.0,"Jan,Apr,Jul,Oct"
602,c,a,3500.0,2.0,2008.0,0,,,
603,d,c,3000.0,8.0,2013.0,0,,,
604,c,c,5000.0,1.0,2008.0,0,,,
605,d,c,1700.0,,,1,32.0,2014.0,"Jan,Apr,Jul,Oct"
606,c,a,9000.0,11.0,2014.0,1,34.0,2015.0,"Jan,Apr,Jul,Oct"
607,d,a,1740.0,10.0,2013.0,0,,,
608,a,c,60.0,,,1,7.0,2013.0,"Feb,May,Aug,Nov"
609,c,c,120.0,3.0,2002.0,1,27.0,2014.0,"Mar,Jun,Sept,Dec"
610,a,a,,9.0,2007.0,1,46.0,2014.0,"Mar,Jun,Sept,Dec"
611,b,a,,1.0,2010.0,0,,,
612,b,a,1940.0,7.0,2004.0,0,,,
613,d,c,580.0,6.0,2008.0,0,,,
614,d,a,16500.0,,,0,,,
615,a,a,480.0,3.0,2001.0,0,,,
616,c,c,1260.0,,,0,,,
617,c,a,1100.0,,,0,,,
618,a,c,60.0,,,1,37.0,2015.0,"Jan,Apr,Jul,Oct"
619,a,a,19000.0,5.0,2008.0,0,,,
620,a,c,1700.0,1.0,2011.0,1,33.0,2014.0,"Feb,May,Aug,Nov"
621,c,c,1060.0,6.0,2000.0,0,,,
622,a,c,1680.0,4.0,2010.0,1,42.0,2014.0,"Feb,May,Aug,Nov"
623,d,a,20.0,2.0,2004.0,0,,,
624,a,b,1460.0,7.0,2006.0,1,45.0,2015.0,"Jan,Apr,Jul,Oct"
625,d,c,1720.0,7.0,2010.0,1,12.0,2013.0,"Mar,Jun,Sept,Dec"
626,a,a,1140.0,2.0,2000.0,0,,,
627,c,a,,3.0,2000.0,1,8.0,2011.0,"Mar,Jun,Sept,Dec"
628,a,a,840.0,1.0,2007.0,0,,,
629,b,c,460.0,9.0,2015.0,1,36.0,2011.0,"Jan,Apr,Jul,Oct"
630,c,c,1760.0,,,0,,,
631,d,c,,1.0,2012.0,0,,,
632,c,c,1240.0,,,0,,,
633,a,b,160.0,,,1,36.0,2015.0,"Feb,May,Aug,Nov"
634,a,a,,4.0,2006.0,0,,,
635,a,a,1480.0,9.0,2007.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
636,a,c,580.0,6.0,2001.0,0,,,
637,b,a,3000.0,3.0,2012.0,0,,,
638,c,c,1060.0,4.0,2004.0,0,,,
639,c,c,,1.0,2012.0,1,15.0,2013.0,"Jan,Apr,Jul,Oct"
640,d,a,980.0,,,1,49.0,2013.0,"Feb,May,Aug,Nov"
641,c,c,1820.0,,,0,,,
642,c,a,1800.0,,,1,23.0,2011.0,"Jan,Apr,Jul,Oct"
643,a,c,820.0,2.0,2010.0,0,,,
644,a,c,1660.0,10.0,2015.0,0,,,
645,b,c,360.0,,,1,35.0,2013.0,"Mar,Jun,Sept,Dec"
646,d,a,5500.0,7.0,2014.0,0,,,
647,a,a,15000.0,11.0,2003.0,0,,,
648,a,a,,9.0,2009.0,1,39.0,2014.0,"Jan,Apr,Jul,Oct"
649,b,a,1080.0,8.0,2006.0,0,,,
650,a,a,960.0,11.0,2015.0,1,6.0,2012.0,"Feb,May,Aug,Nov"
651,a,a,1820.0,3.0,2015.0,1,38.0,2015.0,"Jan,Apr,Jul,Oct"
652,d,c,9500.0,12.0,2013.0,1,43.0,2015.0,"Jan,Apr,Jul,Oct"
653,b,a,,7.0,2002.0,1,27.0,2013.0,"Feb,May,Aug,Nov"
654,a,a,100.0,5.0,2005.0,1,5.0,2012.0,"Jan,Apr,Jul,Oct"
655,d,c,800.0,4.0,2011.0,0,,,
656,a,c,880.0,9.0,2011.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
657,d,c,860.0,,,1,12.0,2013.0,"Mar,Jun,Sept,Dec"
658,a,c,1540.0,9.0,2002.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
659,b,c,,1.0,2002.0,0,,,
660,a,c,120.0,,,1,18.0,2013.0,"Feb,May,Aug,Nov"
661,a,a,19500.0,9.0,2007.0,1,38.0,2013.0,"Jan,Apr,Jul,Oct"
662,d,c,3000.0,,,0,,,
663,a,a,3000.0,10.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
664,a,a,8000.0,9.0,2000.0,0,,,
665,a,a,400.0,1.0,2012.0,0,,,
666,c,a,14000.0,7.0,2004.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
667,c,c,820.0,,,0,,,
668,d,a,1720.0,,,0,,,
669,a,a,8000.0,,,0,,,
670,a,a,2000.0,,,0,,,
671,a,c,1080.0,11.0,2003.0,1,39.0,2012.0,"Jan,Apr,Jul,Oct"
672,b,a,1320.0,,,1,33.0,2013.0,"Mar,Jun,Sept,Dec"
673,d,c,1580.0,7.0,2015.0,1,50.0,2012.0,"Mar,Jun,Sept,Dec"
674,c,c,140.0,,,0,,,
675,b,a,12000.0,8.0,2007.0,1,46.0,2011.0,"Feb,May,Aug,Nov"
676,a,c,340.0,8.0,2007.0,1,42.0,2012.0,"Mar,Jun,Sept,Dec"
677,d,a,1520.0,,,1,21.0,2014.0,"Feb,May,Aug,Nov"
678,a,a,6500.0,,,0,,,
679,a,c,280.0,10.0,2008.0,0,,,
680,a,c,,2.0,2012.0,1,40.0,2015.0,"Feb,May,Aug,Nov"
681,a,a,1260.0,6.0,2009.0,1,52.0,2015.0,"Mar,Jun,Sept,Dec"
682,a,c,60.0,,,0,,,
683,a,a,6500.0,7.0,2002.0,1,30.0,2014.0,"Feb,May,Aug,Nov"
684,a,c,1860.0,7.0,2003.0,0,,,
685,b,c,5000.0,9.0,2006.0,0,,,
686,a,c,14000.0,6.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
687,a,c,1580.0,4.0,2005.0,1,3.0,2013.0,"Feb,May,Aug,Nov"
688,d,a,,6.0,2007.0,0,,,
689,c,c,1240.0,,,1,42.0,2013.0,"Mar,Jun,Sept,Dec"
690,a,c,1800.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
691,a,c,540.0,,,0,,,
692,d,a,3500.0,12.0,2011.0,1,26.0,2014.0,"Jan,Apr,Jul,Oct"
693,a,a,880.0,3.0,2001.0,1,13.0,2011.0,"Mar,Jun,Sept,Dec"
694,a,a,9500.0,8.0,2006.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
695,d,a,18500.0,,,1,19.0,2015.0,"Feb,May,Aug,Nov"
696,a,a,,4.0,2009.0,1,37.0,2014.0,"Mar,Jun,Sept,Dec"
697,c,a,,5.0,2007.0,0,,,
698,b,c,420.0,4.0,2006.0,0,,,
699,b,a,460.0,2.0,2006.0,1,25.0,2012.0,"Jan,Apr,Jul,Oct"
700,a,c,,2.0,2009.0,1,52.0,2015.0,"Feb,May,Aug,Nov"
701,a,c,1260.0,3.0,2002.0,0,,,
702,a,c,100.0,6.0,2008.0,0,,,
703,a,a,960.0,7.0,2003.0,1,39.0,2011.0,"Feb,May,Aug,Nov"
704,d,a,,1.0,2010.0,0,,,
705,a,c,1180.0,,,0,,,
706,b,c,260.0,9.0,2008.0,1,39.0,2011.0,"Jan,Apr,Jul,Oct"
707,c,a,12000.0,1.0,2006.0,1,47.0,2013.0,"Mar,Jun,Sept,Dec"
708,c,a,660.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
709,a,c,1180.0,1.0,2010.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
710,a,c,20.0,,,0,,,
711,d,a,2000.0,6.0,2000.0,1,35.0,2015.0,"Feb,May,Aug,Nov"
712,b,a,1480.0,,,0,,,
713,c,a,,12.0,2003.0,0,,,
714,d,c,1120.0,12.0,2003.0,1,15.0,2012.0,"Feb,May,Aug,Nov"
715,c,a,680.0,4.0,2011.0,1,52.0,2012.0,"Mar,Jun,Sept,Dec"
716,a,a,560.0,7.0,2008.0,1,19.0,2012.0,"Jan,Apr,Jul,Oct"
717,b,c,680.0,12.0,2015.0,0,,,
718,a,a,1500.0,9.0,2008.0,1,35.0,2013.0,"Mar,Jun,Sept,Dec"
719,b,a,300.0,11.0,2014.0,1,35.0,2013.0,"Mar,Jun,Sept,Dec"
720,d,a,1340.0,,,1,18.0,2012.0,"Jan,Apr,Jul,Oct"
721,a,a,,4.0,2005.0,1,45.0,2015.0,"Jan,Apr,Jul,Oct"
722,a,a,15500.0,7.0,2011.0,0,,,
723,a,a,5000.0,,,1,9.0,2012.0,"Jan,Apr,Jul,Oct"
724,d,c,,12.0,2004.0,1,17.0,2012.0,"Mar,Jun,Sept,Dec"
725,a,c,16500.0,,,1,45.0,2013.0,"Mar,Jun,Sept,Dec"
726,a,a,6000.0,,,1,5.0,2012.0,"Feb,May,Aug,Nov"
727,a,c,,,,1,1.0,2015.0,"Mar,Jun,Sept,Dec"
728,a,a,420.0,,,0,,,
729,a,c,,6.0,2015.0,0,,,
730,a,a,980.0,6.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
731,a,c,12500.0,10.0,2004.0,1,25.0,2011.0,"Mar,Jun,Sept,Dec"
732,a,a,,,,1,10.0,2012.0,"Feb,May,Aug,Nov"
733,a,c,1640.0,10.0,2013.0,0,,,
734,a,a,300.0,,,0,,,
735,a,c,1240.0,10.0,2015.0,1,31.0,2015.0,"Feb,May,Aug,Nov"
736,c,a,1360.0,7.0,2006.0,1,36.0,2011.0,"Mar,Jun,Sept,Dec"
737,a,c,,12.0,2013.0,0,,,
738,a,a,,6.0,2012.0,1,4.0,2013.0,"Feb,May,Aug,Nov"
739,a,c,1880.0,6.0,2012.0,0,,,
740,a,c,,2.0,2014.0,0,,,
741,a,c,1440.0,,,0,,,
742,a,a,1360.0,9.0,2009.0,0,,,
743,d,a,,11.0,2001.0,0,,,
744,a,a,7500.0,2.0,2004.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
745,a,a,1740.0,3.0,2000.0,1,41.0,2011.0,"Mar,Jun,Sept,Dec"
746,a,c,1520.0,11.0,2010.0,1,11.0,2012.0,"Feb,May,Aug,Nov"
747,a,c,10500.0,1.0,2009.0,0,,,
748,a,c,14500.0,,,0,,,
749,c,a,1620.0,5.0,2002.0,0,,,
750,c,c,120.0,12.0,2005.0,1,14.0,2012.0,"Feb,May,Aug,Nov"
751,a,c,340.0,11.0,2010.0,0,,,
752,a,c,480.0,11.0,2013.0,1,36.0,2015.0,"Mar,Jun,Sept,Dec"
753,a,a,1540.0,,,1,31.0,2015.0,"Jan,Apr,Jul,Oct"
754,a,a,3000.0,8.0,2001.0,1,47.0,2014.0,"Mar,Jun,Sept,Dec"
755,c,c,18500.0,,,0,,,
756,a,a,780.0,12.0,2000.0,1,40.0,2015.0,"Feb,May,Aug,Nov"
757,a,a,17000.0,1.0,2013.0,0,,,
758,d,c,7000.0,12.0,2001.0,0,,,
759,a,c,180.0,5.0,2013.0,1,8.0,2011.0,"Mar,Jun,Sept,Dec"
760,a,c,1160.0,,,1,41.0,2014.0,"Feb,May,Aug,Nov"
761,c,c,1000.0,8.0,2000.0,1,10.0,2011.0,"Mar,Jun,Sept,Dec"
762,a,a,,,,0,,,
763,a,a,,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
764,a,c,,1.0,2006.0,1,11.0,2012.0,"Feb,May,Aug,Nov"
765,d,c,1760.0,11.0,2010.0,0,,,
766,a,a,1640.0,12.0,2004.0,1,1.0,2012.0,"Feb,May,Aug,Nov"
767,a,c,1040.0,2.0,2011.0,0,,,
768,a,a,16000.0,,,1,34.0,2013.0,"Feb,May,Aug,Nov"
769,a,c,300.0,11.0,2004.0,1,39.0,2012.0,"Mar,Jun,Sept,Dec"
770,b,a,900.0,,,1,48.0,2014.0,"Mar,Jun,Sept,Dec"
771,a,a,460.0,3.0,2000.0,1,34.0,2012.0,"Mar,Jun,Sept,Dec"
772,b,a,1640.0,7.0,2004.0,0,,,
773,b,a,1000.0,12.0,2009.0,1,11.0,2015.0,"Feb,May,Aug,Nov"
774,c,c,660.0,11.0,2002.0,1,18.0,2012.0,"Feb,May,Aug,Nov"
775,a,a,1260.0,,,0,,,
776,d,a,,3.0,2010.0,0,,,
777,b,c,1860.0,,,1,51.0,2012.0,"Jan,Apr,Jul,Oct"
778,a,c,,,,1,13.0,2011.0,"Mar,Jun,Sept,Dec"
779,c,a,,,,1,24.0,2012.0,"Feb,May,Aug,Nov"
780,d,a,,3.0,2012.0,1,19.0,2015.0,"Mar,Jun,Sept,Dec"
781,a,a,1160.0,,,1,3.0,2014.0,"Mar,Jun,Sept,Dec"
782,d,c,,10.0,2003.0,0,,,
783,a,a,,,,0,,,
784,b,a,,7.0,2011.0,1,6.0,2015.0,"Feb,May,Aug,Nov"
785,d,a,1160.0,10.0,2001.0,1,18.0,2012.0,"Feb,May,Aug,Nov"
786,a,c,760.0,5.0,2012.0,1,8.0,2014.0,"Jan,Apr,Jul,Oct"
787,c,a,1940.0,5.0,2005.0,0,,,
788,a,c,,3.0,2002.0,1,10.0,2012.0,"Mar,Jun,Sept,Dec"
789,c,a,,,,1,16.0,2015.0,"Mar,Jun,Sept,Dec"
790,b,c,1900.0,3.0,2001.0,1,15.0,2014.0,"Jan,Apr,Jul,Oct"
791,a,a,500.0,8.0,2002.0,0,,,
792,a,a,1400.0,12.0,2015.0,1,1.0,2014.0,"Feb,May,Aug,Nov"
793,a,a,11000.0,,,1,27.0,2011.0,"Mar,Jun,Sept,Dec"
794,a,c,1860.0,,,0,,,
795,a,c,1160.0,9.0,2010.0,1,5.0,2012.0,"Mar,Jun,Sept,Dec"
796,a,a,1140.0,10.0,2010.0,1,16.0,2012.0,"Jan,Apr,Jul,Oct"
797,a,a,200.0,,,1,15.0,2011.0,"Jan,Apr,Jul,Oct"
798,a,c,960.0,,,1,23.0,2011.0,"Feb,May,Aug,Nov"
799,c,c,7500.0,9.0,2008.0,0,,,
800,c,a,800.0,3.0,2004.0,0,,,
801,c,a,,,,0,,,
802,a,c,280.0,4.0,2008.0,0,,,
803,d,c,1960.0,,,1,3.0,2014.0,"Jan,Apr,Jul,Oct"
804,b,c,1640.0,9.0,2014.0,1,27.0,2013.0,"Mar,Jun,Sept,Dec"
805,a,c,,,,1,24.0,2013.0,"Mar,Jun,Sept,Dec"
806,a,a,,3.0,2004.0,0,,,
807,c,a,1800.0,2.0,2014.0,0,,,
808,a,a,4000.0,,,0,,,
809,a,a,10000.0,,,1,7.0,2015.0,"Jan,Apr,Jul,Oct"
810,d,a,1720.0,,,0,,,
811,a,a,620.0,,,1,31.0,2011.0,"Feb,May,Aug,Nov"
812,a,a,1420.0,10.0,2001.0,1,2.0,2012.0,"Mar,Jun,Sept,Dec"
813,d,c,800.0,12.0,2009.0,1,27.0,2014.0,"Jan,Apr,Jul,Oct"
814,b,a,1540.0,1.0,2004.0,0,,,
815,a,a,3000.0,8.0,2006.0,0,,,
816,d,c,700.0,1.0,2003.0,1,15.0,2012.0,"Jan,Apr,Jul,Oct"
817,d,c,840.0,,,1,47.0,2011.0,"Mar,Jun,Sept,Dec"
818,a,c,,11.0,2007.0,0,,,
819,b,c,1260.0,10.0,2014.0,1,13.0,2014.0,"Mar,Jun,Sept,Dec"
820,a,c,660.0,3.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
821,a,a,11000.0,4.0,2005.0,0,,,
822,b,a,11500.0,10.0,2006.0,0,,,
823,a,c,,10.0,2008.0,0,,,
824,b,a,15000.0,4.0,2003.0,0,,,
825,c,a,,1.0,2008.0,0,,,
826,a,a,1900.0,,,1,4.0,2013.0,"Mar,Jun,Sept,Dec"
827,b,a,960.0,8.0,2003.0,0,,,
