service_id,client_id,staff_id,service_date,service_type_code,duration_minutes
L002579,K0146,S005,2025-03-17,AST,60
L002580,K0040,S020,2025-03-17,SCH,120
L002581,K0099,S015,2025-03-17,SCH,60
L002582,K0086,S006,2025-03-17,DOK,60
L002583,K0030,S014,2025-03-17,DOK,90
L002584,K0004,S012,2025-03-17,BEG,45
L002585,K0131,S028,2025-03-17,GRP,90
L002586,K0162,S010,2025-03-17,SCH,60
L002587,K0132,S029,2025-03-17,SCH,60
L002588,K0134,S012,2025-03-17,AST,45
L002589,K0098,S034,2025-03-17,SCH,90
L002590,K0030,S011,2025-03-17,BEG,60
L002591,K0048,S012,2025-03-17,DOK,30
L002592,K0044,S014,2025-03-17,AST,60
L002593,K0098,S032,2025-03-17,SCH,90
L002594,K0105,S016,2025-03-17,AST,60
L002595,K0102,S025,2025-03-17,BEG,90
L002596,K0129,S024,2025-03-17,AST,180
L002597,K0116,S008,2025-03-17,AST,60
L002598,K0005,S023,2025-03-17,AST,60
L002599,K0147,S001,2025-03-17,GRP,45
L002600,K0135,S010,2025-03-17,GRP,180
L002601,K0163,S014,2025-03-17,AST,60
L002602,K0171,S020,2025-03-17,AST,45
L002603,K0017,S013,2025-03-17,SCH,60
L002604,K0117,S007,2025-03-17,GRP,30
L002605,K0057,S013,2025-03-17,AST,45
L002606,K0109,S027,2025-03-17,AST,120
L002607,K0091,S007,2025-03-17,AST,30
L002608,K0047,S005,2025-03-17,AST,60
L002609,K0116,S024,2025-03-17,GRP,180
L002610,K0010,S034,2025-03-17,SCH,60
L002611,K0138,S015,2025-03-17,SCH,120
L002612,K0081,S004,2025-03-17,BEG,120
L002613,K0070,S010,2025-03-17,GRP,30
L002614,K0027,S029,2025-03-17,DOK,180
L002615,K0099,S011,2025-03-18,FAL,30
L002616,K0118,S013,2025-03-18,AST,30
L002617,K0003,S007,2025-03-18,SCH,180
L002618,K0138,S031,2025-03-18,FAL,30
L002619,K0050,S026,2025-03-18,BEG,90
L002620,K0165,S002,2025-03-18,DOK,180
L002621,K0146,S011,2025-03-18,BER,30
L002622,K0011,S031,2025-03-18,SCH,45
L002623,K0014,S003,2025-03-18,SCH,60
L002624,K0057,S016,2025-03-18,AST,60
L002625,K0095,S005,2025-03-18,BER,60
L002626,K0102,S003,2025-03-18,AST,60
L002627,K0134,S010,2025-03-18,DOK,60
L002628,K0119,S022,2025-03-18,AST,60
L002629,K0046,S010,2025-03-18,DOK,180
L002630,K0138,S013,2025-03-18,SCH,90
L002631,K0065,S020,2025-03-18,AST,60
L002632,K0130,S003,2025-03-18,DOK,90
L002633,K0109,S005,2025-03-18,GRP,45
L002634,K0110,S004,2025-03-18,BEG,60
L002635,K0137,S022,2025-03-18,SCH,180
L002636,K0011,S027,2025-03-18,GRP,180
L002637,K0060,S022,2025-03-18,GRP,60
L002638,K0132,S027,2025-03-18,BER,30
L002639,K0019,S025,2025-03-18,SCH,120
L002640,K0020,S018,2025-03-18,AST,180
L002641,K0131,S005,2025-03-18,AST,180
L002642,K0146,S015,2025-03-18,BEG,120
L002643,K0045,S011,2025-03-18,AST,60
L002644,K0004,S027,2025-03-18,BEG,90
L002645,K0119,S005,2025-03-18,GRP,45
L002646,K0053,S032,2025-03-18,AST,45
L002647,K0079,S006,2025-03-18,DOK,60
L002648,K0085,S007,2025-03-18,DOK,30
L002649,K0047,S028,2025-03-18,AST,90
L002650,K0093,S013,2025-03-18,SCH,60
L002651,K0118,S015,2025-03-18,AST,45
L002652,K0069,S026,2025-03-18,AST,60
L002653,K0017,S008,2025-03-18,AST,60
L002654,K0021,S024,2025-03-18,AST,180
L002655,K0035,S016,2025-03-18,SCH,120
L002656,K0007,S013,2025-03-18,BEG,90
L002657,K0165,S031,2025-03-18,AST,180
L002658,K0111,S034,2025-03-18,AST,180
L002659,K0042,S006,2025-03-18,AST,30
L002660,K0070,S013,2025-03-18,GRP,180
L002661,K0117,S029,2025-03-18,DOK,90
L002662,K0179,S013,2025-03-18,AST,45
L002663,K0127,S015,2025-03-18,DOK,60
L002664,K0105,S005,2025-03-18,BEG,60
L002665,K0160,S029,2025-03-18,GRP,30
L002666,K0122,S015,2025-03-18,AST,180
L002667,K0004,S008,2025-03-18,DOK,60
L002668,K0050,S034,2025-03-18,GRP,120
L002669,K0172,S015,2025-03-19,SCH,60
L002670,K0011,S029,2025-03-19,AST,120
L002671,K0038,S026,2025-03-19,SCH,45
L002672,K0129,S025,2025-03-19,BEG,45
L002673,K0007,S028,2025-03-19,AST,120
L002674,K0060,S031,2025-03-19,SCH,120
L002675,K0085,S031,2025-03-19,DOK,30
L002676,K0046,S007,2025-03-19,GRP,60
L002677,K0052,S023,2025-03-19,BEG,30
L002678,K0155,S020,2025-03-19,FAL,120
L002679,K0145,S032,2025-03-19,SCH,30
L002680,K0140,S005,2025-03-19,SCH,60
L002681,K0022,S026,2025-03-19,GRP,45
L002682,K0118,S026,2025-03-19,FAL,90
L002683,K0146,S023,2025-03-19,AST,45
L002684,K0034,S004,2025-03-19,SCH,180
L002685,K0090,S006,2025-03-19,GRP,180
L002686,K0127,S020,2025-03-19,DOK,120
L002687,K0114,S004,2025-03-19,GRP,60
L002688,K0090,S011,2025-03-19,AST,180
L002689,K0109,S026,2025-03-19,AST,45
L002690,K0042,S028,2025-03-19,DOK,120
L002691,K0173,S002,2025-03-19,DOK,60
L002692,K0096,S017,2025-03-19,AST,60
L002693,K0035,S008,2025-03-19,FAL,30
L002694,K0150,S022,2025-03-19,SCH,60
L002695,K0159,S008,2025-03-19,AST,45
L002696,K0065,S002,2025-03-19,BER,60
L002697,K0002,S028,2025-03-19,FAL,90
L002698,K0034,S005,2025-03-19,GRP,30
L002699,K0144,S024,2025-03-19,AST,30
L002700,K0137,S011,2025-03-19,SCH,180
L002701,K0179,S025,2025-03-19,GRP,60
L002702,K0045,S018,2025-03-19,GRP,30
L002703,K0027,S027,2025-03-19,BEG,60
L002704,K0178,S028,2025-03-19,GRP,60
L002705,K0140,S029,2025-03-19,BEG,30
L002706,K0119,S004,2025-03-19,SCH,180
L002707,K0063,S003,2025-03-19,AST,90
L002708,K0069,S020,2025-03-19,AST,120
L002709,K0018,S012,2025-03-19,DOK,120
L002710,K0121,S002,2025-03-19,DOK,45
L002711,K0025,S010,2025-03-19,AST,180
L002712,K0116,S029,2025-03-19,SCH,90
L002713,K0146,S020,2025-03-19,BEG,45
L002714,K0035,S005,2025-03-19,AST,90
L002715,K0121,S013,2025-03-19,DOK,30
L002716,K0111,S002,2025-03-19,BER,30
L002717,K0014,S004,2025-03-19,DOK,90
L002718,K0173,S014,2025-03-20,AST,180
L002719,K0012,S026,2025-03-20,FAL,120
L002720,K0032,S007,2025-03-20,AST,120
L002721,K0024,S011,2025-03-20,AST,180
L002722,K0103,S014,2025-03-20,BEG,60
L002723,K0115,S031,2025-03-20,DOK,180
L002724,K0150,S014,2025-03-20,BEG,90
L002725,K0085,S018,2025-03-20,BEG,120
L002726,K0159,S034,2025-03-20,SCH,60
L002727,K0065,S022,2025-03-20,DOK,90
L002728,K0042,S006,2025-03-20,GRP,45
L002729,K0045,S032,2025-03-20,AST,120
L002730,K0002,S006,2025-03-20,AST,120
L002731,K0176,S027,2025-03-20,FAL,180
L002732,K0014,S031,2025-03-20,AST,30
L002733,K0152,S034,2025-03-20,AST,30
L002734,K0024,S013,2025-03-20,SCH,60
L002735,K0045,S016,2025-03-20,GRP,60
L002736,K0040,S016,2025-03-20,AST,90
L002737,K0037,S029,2025-03-20,AST,30
L002738,K0120,S016,2025-03-20,SCH,30
L002739,K0063,S028,2025-03-20,SCH,45
L002740,K0076,S020,2025-03-20,FAL,120
L002741,K0140,S004,2025-03-20,AST,120
L002742,K0171,S016,2025-03-20,DOK,60
L002743,K0052,S017,2025-03-20,FAL,45
L002744,K0172,S015,2025-03-20,GRP,180
L002745,K0119,S023,2025-03-20,BEG,90
L002746,K0086,S007,2025-03-20,DOK,60
L002747,K0053,S005,2025-03-20,BEG,60
L002748,K0106,S020,2025-03-20,SCH,45
L002749,K0007,S020,2025-03-20,BER,45
L002750,K0067,S029,2025-03-20,BER,180
L002751,K0060,S024,2025-03-20,SCH,45
L002752,K0115,S002,2025-03-20,AST,120
L002753,K0073,S014,2025-03-20,BEG,120
L002754,K0079,S008,2025-03-20,BER,90
L002755,K0103,S026,2025-03-20,SCH,60
L002756,K0137,S032,2025-03-20,BEG,60
L002757,K0095,S008,2025-03-20,GRP,180
L002758,K0137,S023,2025-03-20,AST,60
L002759,K0002,S026,2025-03-20,SCH,45
L002760,K0068,S007,2025-03-20,GRP,60
L002761,K0161,S007,2025-03-20,GRP,120
L002762,K0138,S023,2025-03-20,DOK,60
L002763,K0160,S020,2025-03-20,AST,60
L002764,K0122,S011,2025-03-20,GRP,180
L002765,K0137,S018,2025-03-20,GRP,45
L002766,K0035,S012,2025-03-20,AST,60
L002767,K0012,S024,2025-03-20,AST,45
L002768,K0114,S023,2025-03-20,AST,60
L002769,K0008,S008,2025-03-21,AST,180
L002770,K0114,S014,2025-03-21,GRP,120
L002771,K0093,S022,2025-03-21,AST,90
L002772,K0052,S003,2025-03-21,AST,60
L002773,K0019,S017,2025-03-21,DOK,60
L002774,K0054,S016,2025-03-21,AST,90
L002775,K0019,S016,2025-03-21,GRP,60
L002776,K0112,S001,2025-03-21,AST,45
L002777,K0145,S022,2025-03-21,AST,60
L002778,K0131,S029,2025-03-21,DOK,45
L002779,K0109,S017,2025-03-21,FAL,45
L002780,K0013,S025,2025-03-21,SCH,60
L002781,K0157,S016,2025-03-21,SCH,120
L002782,K0044,S010,2025-03-21,BER,30
L002783,K0105,S013,2025-03-21,AST,180
L002784,K0163,S027,2025-03-21,BEG,90
L002785,K0035,S011,2025-03-21,AST,120
L002786,K0129,S007,2025-03-21,BEG,60
L002787,K0020,S001,2025-03-21,BEG,30
L002788,K0121,S016,2025-03-21,DOK,60
L002789,K0069,S007,2025-03-21,AST,60
L002790,K0145,S020,2025-03-21,BEG,120
L002791,K0042,S008,2025-03-21,BEG,120
L002792,K0034,S006,2025-03-21,BEG,60
L002793,K0069,S034,2025-03-21,SCH,30
L002794,K0070,S023,2025-03-21,SCH,30
L002795,K0149,S027,2025-03-21,BER,90
L002796,K0108,S023,2025-03-21,SCH,90
L002797,K0030,S004,2025-03-21,AST,90
L002798,K0098,S024,2025-03-21,AST,30
L002799,K0005,S001,2025-03-21,DOK,60
L002800,K0172,S018,2025-03-21,GRP,60
L002801,K0043,S018,2025-03-21,AST,90
L002802,K0164,S022,2025-03-21,BEG,60
L002803,K0063,S011,2025-03-21,SCH,60
L002804,K0083,S032,2025-03-21,AST,60
L002805,K0012,S022,2025-03-21,FAL,60
L002806,K0017,S011,2025-03-21,AST,30
L002807,K0138,S003,2025-03-21,AST,90
L002808,K0145,S020,2025-03-21,DOK,60
L002809,K0002,S027,2025-03-21,AST,30
L002810,K0069,S016,2025-03-21,AST,30
L002811,K0109,S011,2025-03-21,DOK,30
L002812,K0095,S024,2025-03-21,SCH,45
L002813,K0109,S022,2025-03-21,AST,90
L002814,K0120,S026,2025-03-21,SCH,90
L002815,K0063,S010,2025-03-24,GRP,30
L002816,K0106,S026,2025-03-24,BER,120
L002817,K0095,S025,2025-03-24,AST,120
L002818,K0173,S004,2025-03-24,AST,30
L002819,K0114,S001,2025-03-24,FAL,90
L002820,K0021,S004,2025-03-24,AST,45
L002821,K0110,S005,2025-03-24,AST,45
L002822,K0034,S007,2025-03-24,GRP,180
L002823,K0100,S013,2025-03-24,BEG,45
L002824,K0165,S018,2025-03-24,AST,60
L002825,K0179,S031,2025-03-24,AST,30
L002826,K0171,S017,2025-03-24,DOK,60
L002827,K0083,S031,2025-03-24,DOK,60
L002828,K0018,S007,2025-03-24,BEG,90
L002829,K0092,S014,2025-03-24,AST,90
L002830,K0017,S029,2025-03-24,SCH,120
L002831,K0111,S003,2025-03-24,FAL,60
L002832,K0084,S029,2025-03-24,AST,120
L002833,K0038,S001,2025-03-24,AST,120
L002834,K0003,S011,2025-03-24,BEG,180
L002835,K0067,S014,2025-03-24,AST,45
L002836,K0128,S029,2025-03-24,GRP,180
L002837,K0118,S025,2025-03-24,SCH,45
L002838,K0009,S018,2025-03-24,SCH,90
L002839,K0109,S029,2025-03-24,AST,60
L002840,K0106,S005,2025-03-24,FAL,60
L002841,K0069,S029,2025-03-24,SCH,60
L002842,K0069,S014,2025-03-24,AST,180
L002843,K0147,S032,2025-03-24,SCH,30
L002844,K0049,S028,2025-03-24,AST,180
L002845,K0010,S003,2025-03-24,AST,120
L002846,K0076,S032,2025-03-24,DOK,120
L002847,K0081,S024,2025-03-24,DOK,60
L002848,K0161,S022,2025-03-24,DOK,30
L002849,K0135,S013,2025-03-24,SCH,180
L002850,K0140,S013,2025-03-24,BEG,45
L002851,K0114,S015,2025-03-24,AST,60
L002852,K0162,S018,2025-03-24,DOK,60
L002853,K0098,S004,2025-03-25,BEG,120
L002854,K0134,S012,2025-03-25,AST,60
L002855,K0157,S031,2025-03-25,DOK,120
L002856,K0011,S023,2025-03-25,BEG,120
L002857,K0037,S008,2025-03-25,AST,180
L002858,K0046,S007,2025-03-25,AST,60
L002859,K0101,S008,2025-03-25,BER,90
L002860,K0060,S010,2025-03-25,AST,45
L002861,K0126,S027,2025-03-25,FAL,60
L002862,K0173,S018,2025-03-25,AST,180
L002863,K0126,S023,2025-03-25,GRP,60
L002864,K0112,S018,2025-03-25,AST,120
L002865,K0107,S015,2025-03-25,SCH,180
L002866,K0141,S005,2025-03-25,BEG,45
L002867,K0028,S011,2025-03-25,SCH,60
L002868,K0110,S018,2025-03-25,BEG,60
L002869,K0173,S004,2025-03-25,AST,60
L002870,K0073,S010,2025-03-25,GRP,30
L002871,K0115,S023,2025-03-25,AST,180
L002872,K0019,S028,2025-03-25,BEG,120
L002873,K0009,S027,2025-03-25,SCH,120
L002874,K0162,S020,2025-03-25,SCH,30
L002875,K0068,S006,2025-03-25,GRP,90
L002876,K0120,S011,2025-03-25,DOK,120
L002877,K0047,S012,2025-03-25,AST,90
L002878,K0011,S016,2025-03-25,SCH,60
L002879,K0130,S022,2025-03-25,AST,60
L002880,K0092,S013,2025-03-25,DOK,90
L002881,K0036,S029,2025-03-25,DOK,45
L002882,K0164,S032,2025-03-25,SCH,60
L002883,K0100,S023,2025-03-25,SCH,45
L002884,K0164,S029,2025-03-25,SCH,30
L002885,K0130,S025,2025-03-25,SCH,60
L002886,K0116,S010,2025-03-25,DOK,120
L002887,K0132,S015,2025-03-25,GRP,60
L002888,K0120,S023,2025-03-25,AST,60
L002889,K0061,S002,2025-03-25,AST,180
L002890,K0079,S020,2025-03-25,FAL,180
L002891,K0147,S008,2025-03-25,BER,180
L002892,K0085,S032,2025-03-25,AST,60
L002893,K0035,S008,2025-03-25,DOK,45
L002894,K0063,S025,2025-03-25,SCH,60
L002895,K0061,S034,2025-03-25,BEG,60
L002896,K0140,S031,2025-03-25,FAL,120
L002897,K0116,S016,2025-03-25,DOK,45
L002898,K0145,S003,2025-03-26,AST,90
L002899,K0091,S007,2025-03-26,AST,60
L002900,K0107,S017,2025-03-26,BEG,60
L002901,K0093,S013,2025-03-26,BEG,120
L002902,K0070,S023,2025-03-26,BEG,60
L002903,K0090,S007,2025-03-26,GRP,180
L002904,K0042,S002,2025-03-26,GRP,120
L002905,K0031,S003,2025-03-26,AST,60
L002906,K0148,S005,2025-03-26,AST,180
L002907,K0147,S025,2025-03-26,GRP,120
L002908,K0063,S008,2025-03-26,DOK,60
L002909,K0105,S020,2025-03-26,SCH,180
L002910,K0161,S025,2025-03-26,BEG,180
L002911,K0069,S032,2025-03-26,GRP,30
L002912,K0007,S012,2025-03-26,DOK,60
L002913,K0142,S023,2025-03-26,AST,45
L002914,K0127,S018,2025-03-26,DOK,45
L002915,K0018,S006,2025-03-26,SCH,120
L002916,K0109,S017,2025-03-26,AST,60
L002917,K0108,S020,2025-03-26,DOK,90
L002918,K0116,S022,2025-03-26,AST,120
L002919,K0096,S026,2025-03-26,BEG,60
L002920,K0024,S017,2025-03-26,DOK,60
L002921,K0093,S024,2025-03-26,BER,45
L002922,K0153,S020,2025-03-26,SCH,180
L002923,K0011,S001,2025-03-26,AST,45
L002924,K0155,S002,2025-03-26,AST,60
L002925,K0044,S014,2025-03-26,AST,60
L002926,K0053,S018,2025-03-26,BER,30
L002927,K0144,S018,2025-03-26,DOK,120
L002928,K0021,S007,2025-03-26,AST,30
L002929,K0178,S032,2025-03-26,GRP,45
L002930,K0008,S003,2025-03-26,DOK,120
L002931,K0070,S013,2025-03-26,DOK,180
L002932,K0130,S022,2025-03-26,AST,30
L002933,K0010,S020,2025-03-26,AST,60
L002934,K0076,S014,2025-03-26,GRP,120
L002935,K0111,S001,2025-03-26,BER,180
L002936,K0043,S003,2025-03-26,AST,120
L002937,K0100,S024,2025-03-26,AST,30
L002938,K0047,S022,2025-03-26,DOK,60
L002939,K0135,S028,2025-03-26,GRP,60
L002940,K0157,S014,2025-03-26,AST,120
L002941,K0057,S012,2025-03-26,BER,45
L002942,K0073,S006,2025-03-26,BER,120
L002943,K0110,S004,2025-03-26,AST,180
L002944,K0047,S001,2025-03-26,AST,120
L002945,K0076,S027,2025-03-27,BEG,90
L002946,K0044,S028,2025-03-27,AST,180
L002947,K0176,S027,2025-03-27,DOK,30
L002948,K0151,S031,2025-03-27,SCH,180
L002949,K0119,S008,2025-03-27,SCH,45
L002950,K0071,S023,2025-03-27,AST,180
L002951,K0132,S006,2025-03-27,GRP,90
L002952,K0045,S032,2025-03-27,AST,180
L002953,K0117,S027,2025-03-27,AST,180
L002954,K0022,S034,2025-03-27,BEG,60
L002955,K0001,S027,2025-03-27,GRP,60
L002956,K0032,S012,2025-03-27,GRP,45
L002957,K0142,S029,2025-03-27,DOK,90
L002958,K0001,S003,2025-03-27,AST,60
L002959,K0040,S003,2025-03-27,GRP,60
L002960,K0149,S008,2025-03-27,DOK,45
L002961,K0054,S018,2025-03-27,AST,60
L002962,K0010,S024,2025-03-27,DOK,30
L002963,K0006,S025,2025-03-27,AST,30
L002964,K0132,S014,2025-03-27,GRP,180
L002965,K0129,S025,2025-03-27,GRP,120
L002966,K0028,S011,2025-03-27,AST,90
L002967,K0025,S017,2025-03-27,SCH,180
L002968,K0019,S016,2025-03-27,SCH,90
L002969,K0085,S023,2025-03-27,DOK,180
L002970,K0054,S012,2025-03-27,DOK,120
L002971,K0111,S002,2025-03-27,AST,45
L002972,K0005,S011,2025-03-27,GRP,45
L002973,K0084,S012,2025-03-27,BER,180
L002974,K0012,S006,2025-03-27,SCH,60
L002975,K0173,S015,2025-03-27,BEG,60
L002976,K0158,S008,2025-03-27,DOK,120
L002977,K0108,S007,2025-03-27,SCH,180
L002978,K0137,S023,2025-03-27,BEG,90
L002979,K0132,S013,2025-03-27,GRP,90
L002980,K0163,S017,2025-03-27,BEG,30
L002981,K0100,S005,2025-03-27,DOK,120
L002982,K0138,S018,2025-03-27,DOK,60
L002983,K0138,S012,2025-03-27,AST,30
L002984,K0035,S011,2025-03-27,AST,180
L002985,K0032,S002,2025-03-27,BER,45
L002986,K0118,S025,2025-03-28,AST,45
L002987,K0142,S029,2025-03-28,DOK,60
L002988,K0083,S007,2025-03-28,AST,60
L002989,K0152,S018,2025-03-28,AST,45
L002990,K0093,S008,2025-03-28,BEG,90
L002991,K0110,S007,2025-03-28,SCH,90
L002992,K0103,S024,2025-03-28,SCH,30
L002993,K0171,S011,2025-03-28,GRP,90
L002994,K0087,S032,2025-03-28,AST,120
L002995,K0090,S034,2025-03-28,SCH,90
L002996,K0070,S029,2025-03-28,AST,30
L002997,K0161,S025,2025-03-28,SCH,120
L002998,K0112,S010,2025-03-28,AST,60
L002999,K0122,S001,2025-03-28,BEG,90
L003000,K0007,S026,2025-03-28,AST,90
L003001,K0151,S007,2025-03-28,DOK,90
L003002,K0009,S028,2025-03-28,FAL,60
L003003,K0013,S034,2025-03-28,SCH,120
L003004,K0053,S022,2025-03-28,SCH,90
L003005,K0063,S025,2025-03-28,AST,90
L003006,K0007,S005,2025-03-28,FAL,120
L003007,K0110,S017,2025-03-28,AST,180
L003008,K0009,S023,2025-03-28,BER,90
L003009,K0036,S023,2025-03-28,SCH,90
L003010,K0103,S028,2025-03-28,SCH,45
L003011,K0031,S034,2025-03-28,BEG,90
L003012,K0137,S015,2025-03-28,GRP,180
L003013,K0085,S011,2025-03-28,SCH,90
L003014,K0099,S026,2025-03-28,GRP,180
L003015,K0098,S022,2025-03-28,BER,180
L003016,K0093,S024,2025-03-28,DOK,45
L003017,K0047,S022,2025-03-28,DOK,30
L003018,K0098,S012,2025-03-28,BEG,60
L003019,K0103,S008,2025-03-28,SCH,180
L003020,K0047,S028,2025-03-28,DOK,60
L003021,K0021,S006,2025-03-28,BER,180
L003022,K0013,S016,2025-03-28,BEG,60
L003023,K0037,S015,2025-03-28,DOK,30
L003024,K0141,S022,2025-03-28,AST,45
L003025,K0162,S007,2025-03-28,SCH,120
L003026,K0174,S010,2025-03-28,GRP,180
L003027,K0176,S013,2025-03-28,AST,60
L003028,K0093,S020,2025-03-28,AST,180
L003029,K0050,S015,2025-03-28,GRP,30
L003030,K0037,S005,2025-03-28,DOK,30
L003031,K0124,S001,2025-03-28,AST,90
L003032,K0083,S004,2025-03-28,AST,60
L003033,K0098,S010,2025-03-28,SCH,90
L003034,K0165,S022,2025-03-28,BEG,90
L003035,K0092,S004,2025-03-28,GRP,60
L003036,K0147,S007,2025-03-28,BEG,60
L003037,K0100,S004,2025-03-28,SCH,60
L003038,K0093,S029,2025-03-31,SCH,60
L003039,K0049,S001,2025-03-31,AST,180
L003040,K0038,S006,2025-03-31,AST,60
L003041,K0028,S007,2025-03-31,SCH,180
L003042,K0100,S012,2025-03-31,GRP,60
L003043,K0126,S005,2025-03-31,GRP,45
L003044,K0007,S029,2025-03-31,FAL,45
L003045,K0126,S022,2025-03-31,AST,60
L003046,K0050,S010,2025-03-31,AST,90
L003047,K0005,S029,2025-03-31,GRP,60
L003048,K0141,S028,2025-03-31,AST,180
L003049,K0129,S028,2025-03-31,AST,90
L003050,K0118,S011,2025-03-31,BEG,120
L003051,K0173,S027,2025-03-31,DOK,30
L003052,K0162,S007,2025-03-31,BEG,60
L003053,K0096,S013,2025-03-31,GRP,180
L003054,K0179,S027,2025-03-31,FAL,60
L003055,K0044,S006,2025-03-31,SCH,45
L003056,K0092,S017,2025-03-31,DOK,45
L003057,K0103,S012,2025-03-31,GRP,60
L003058,K0042,S024,2025-03-31,GRP,60
L003059,K0048,S028,2025-03-31,DOK,45
L003060,K0043,S002,2025-03-31,AST,60
L003061,K0144,S001,2025-03-31,GRP,60
L003062,K0017,S013,2025-03-31,DOK,180
L003063,K0134,S002,2025-03-31,AST,30
L003064,K0045,S016,2025-03-31,AST,90
L003065,K0144,S005,2025-03-31,AST,60
L003066,K0148,S008,2025-03-31,DOK,60
L003067,K0005,S026,2025-03-31,AST,120
L003068,K0055,S020,2025-03-31,FAL,60
L003069,K0002,S020,2025-03-31,AST,45
L003070,K0153,S006,2025-03-31,AST,120
L003071,K0173,S029,2025-03-31,AST,120
L003072,K0102,S029,2025-03-31,DOK,60
L003073,K0134,S012,2025-03-31,BEG,90
L003074,K0086,S010,2025-04-01,DOK,90
L003075,K0006,S003,2025-04-01,DOK,120
L003076,K0005,S014,2025-04-01,AST,120
L003077,K0131,S013,2025-04-01,BEG,45
L003078,K0135,S003,2025-04-01,BEG,180
L003079,K0176,S029,2025-04-01,GRP,180
L003080,K0070,S034,2025-04-01,GRP,90
L003081,K0083,S025,2025-04-01,AST,30
L003082,K0120,S026,2025-04-01,BER,30
L003083,K0105,S026,2025-04-01,AST,30
L003084,K0118,S010,2025-04-01,DOK,30
L003085,K0112,S011,2025-04-01,BEG,45
L003086,K0010,S025,2025-04-01,GRP,120
L003087,K0128,S025,2025-04-01,GRP,60
L003088,K0122,S013,2025-04-01,GRP,180
L003089,K0144,S005,2025-04-01,SCH,120
L003090,K0057,S018,2025-04-01,SCH,120
L003091,K0019,S018,2025-04-01,AST,60
L003092,K0119,S028,2025-04-01,DOK,30
L003093,K0040,S010,2025-04-01,GRP,30
L003094,K0111,S016,2025-04-01,GRP,60
L003095,K0137,S023,2025-04-01,SCH,60
L003096,K0117,S005,2025-04-01,SCH,90
L003097,K0044,S003,2025-04-01,SCH,120
L003098,K0042,S008,2025-04-01,DOK,60
L003099,K0117,S002,2025-04-01,SCH,30
L003100,K0095,S008,2025-04-01,GRP,120
L003101,K0031,S015,2025-04-01,GRP,90
L003102,K0102,S002,2025-04-01,SCH,180
L003103,K0005,S012,2025-04-01,AST,60
L003104,K0071,S007,2025-04-01,AST,60
L003105,K0091,S003,2025-04-01,GRP,45
L003106,K0001,S024,2025-04-01,AST,45
L003107,K0018,S016,2025-04-01,SCH,90
L003108,K0035,S010,2025-04-01,AST,60
L003109,K0148,S017,2025-04-01,AST,60
L003110,K0086,S013,2025-04-01,GRP,30
L003111,K0020,S002,2025-04-01,BER,60
L003112,K0003,S018,2025-04-01,AST,90
L003113,K0065,S007,2025-04-01,SCH,120
L003114,K0052,S002,2025-04-01,SCH,180
L003115,K0002,S032,2025-04-01,AST,60
L003116,K0007,S002,2025-04-01,SCH,120
L003117,K0116,S025,2025-04-01,FAL,180
L003118,K0146,S017,2025-04-01,BEG,60
L003119,K0014,S004,2025-04-01,AST,60
L003120,K0060,S011,2025-04-01,DOK,60
L003121,K0005,S004,2025-04-01,BEG,180
L003122,K0100,S020,2025-04-01,AST,30
L003123,K0019,S002,2025-04-01,GRP,120
L003124,K0027,S029,2025-04-01,SCH,60
L003125,K0090,S005,2025-04-01,SCH,45
L003126,K0111,S029,2025-04-01,BEG,60
L003127,K0147,S031,2025-04-02,BER,180
L003128,K0014,S004,2025-04-02,AST,60
L003129,K0159,S008,2025-04-02,GRP,120
L003130,K0105,S025,2025-04-02,AST,45
L003131,K0149,S034,2025-04-02,AST,180
L003132,K0010,S004,2025-04-02,AST,30
L003133,K0053,S013,2025-04-02,BER,45
L003134,K0046,S025,2025-04-02,DOK,30
L003135,K0013,S014,2025-04-02,BEG,45
L003136,K0110,S028,2025-04-02,AST,90
L003137,K0096,S014,2025-04-02,DOK,60
L003138,K0019,S003,2025-04-02,FAL,90
L003139,K0110,S012,2025-04-02,DOK,45
L003140,K0030,S023,2025-04-02,GRP,180
L003141,K0137,S011,2025-04-02,FAL,120
L003142,K0083,S018,2025-04-02,AST,30
L003143,K0134,S029,2025-04-02,FAL,60
L003144,K0081,S025,2025-04-02,SCH,90
L003145,K0162,S028,2025-04-02,BEG,60
L003146,K0076,S026,2025-04-02,AST,120
L003147,K0132,S014,2025-04-02,SCH,60
L003148,K0121,S032,2025-04-02,BEG,60
L003149,K0109,S004,2025-04-02,AST,180
L003150,K0047,S029,2025-04-02,SCH,30
L003151,K0126,S005,2025-04-02,SCH,60
L003152,K0036,S016,2025-04-02,DOK,60
L003153,K0150,S015,2025-04-02,AST,45
L003154,K0163,S003,2025-04-02,GRP,120
L003155,K0065,S017,2025-04-02,DOK,60
L003156,K0142,S020,2025-04-02,FAL,30
L003157,K0090,S003,2025-04-02,DOK,90
L003158,K0053,S004,2025-04-02,BER,120
L003159,K0153,S008,2025-04-02,GRP,60
L003160,K0047,S005,2025-04-02,BER,120
L003161,K0062,S020,2025-04-02,BER,180
L003162,K0010,S027,2025-04-02,SCH,90
L003163,K0018,S025,2025-04-02,FAL,30
L003164,K0160,S029,2025-04-02,DOK,60
L003165,K0021,S015,2025-04-02,AST,180
L003166,K0002,S006,2025-04-02,BEG,30
L003167,K0132,S026,2025-04-02,AST,45
L003168,K0159,S022,2025-04-02,SCH,180
L003169,K0092,S025,2025-04-02,BEG,120
